example_id,content,metadata,tagged_sentence,relation_type
cb2f2c09-8ae6-42a4-ac21-861c912c30f9,"In buildings more than 9 metres and at most 28 metres in height, the attic and roof must be accessible via the interior and exterior of the building; in buildings more than 28 metres in height, these must be accessible via the interior.",{'ID': '126_Finnish_SafetyOfUse'},"In buildings more than 9 metres and at most 28 metres in height, the attic and <e1>roof</e1> must be accessible via the interior and exterior of the building; in buildings more than 28 metres in height, these must be <e2>accessible via the interior</e2>.",necessity
6414854d-01f9-481f-a7f4-c4581e48d8b1,Special safety features are not necessary if the ladder is not more than 6m long.,{'ID': '112_UK_DocK_ProtectionFromFalling'},Special <e1>safety features</e1> are not necessary if the ladder is not more than 6m <e2>long</e2>.,none
bde1697a-20c9-4f15-a63c-5be323a058c1,Any connection of two or more air handling units to the same duct or chamber shall be designed so that the pressures of the rooms or the directions of air flow between the rooms and in the ductworks do not change when the air flows of the units are being controlled.,{'ID': '90_Finnish_Health-IndoorClimateAndVentilation'},Any connection of two or more air handling units to the same duct or chamber shall be designed so that the pressures of the rooms or the <e1>directions</e1> of air flow between the rooms and in the ductworks do <e2>not change when the air flows of the units are being controlled</e2>.,selection
0d8c2f7d-5234-4bec-bbbe-961e499ebbbc,"A proportion of the sleeping accommodation in hotels, motels and student accommodation should be designed for independent use by wheelchair users.",{'ID': '129_UK_DocM_V2_AccessAndUseOfBuildings'},"A proportion of the <e1>sleeping accommodation</e1> in <e2>hotels</e2>, motels and student accommodation should be designed for independent use by wheelchair users.",part-of
8aad11d6-bd81-4a57-bd73-7c1319a76494,"Where on-site electricity generation and storage is installed, such as photovoltaic panels or battery storage, systems should be an appropriate size for the site, available infrastructure and on-site energy demand.",{'ID': '331_UK_DocM_V2_AccessAndUseOfBuildings'},"Where on-site electricity generation and <e1>storage</e1> is installed, such as photovoltaic panels or battery storage, <e2>systems</e2> should be an appropriate size for the site, available infrastructure and on-site energy demand.",selection
37f01a2c-b944-45a2-a7f4-140d8c03d7ac,"After rebating, frame components should retain at least 32mm of timber.",{'ID': '29_UK_DocQ_Security_Dwellings'},"<e1>After rebating</e1>, <e2>frame components</e2> should retain at least 32mm of timber.",selection
ef561e39-db90-462c-8dde-15fbeae954e5,A cube with edges of no more than 200 millimetres may pass between the upper edge of the barrier and the protective part.,{'ID': '50_Finnish_SafetyOfUse'},A cube with <e1>edges</e1> of no more than <e2>200 millimetres</e2> may pass between the upper edge of the barrier and the protective part.,less-equal
6d9a1e8e-6fe7-4234-951a-96fdc4598bd7,"If parking spaces are provided for a building, an adequate number of them, but at least one, shall be intended for the use of a person with mobility and functional impairment.",{'ID': '12_Finnish_Accessibility'},"If parking spaces are provided for a building, an adequate number of <e1>them</e1>, but at least <e2>one</e2>, shall be intended for the use of a person with mobility and functional impairment.",greater-equal
385a4365-40c0-4c07-8854-b07bde292fd2,"The  electrical  energy  consumption  of  a  mechanical ventilation  system  shall  be  calculated  on  the  basis  of  air  flows,  specific  fan  powers  and operating times for all air handling units and powered roof ventilators in the building.",{'ID': '109_Finnish_EnergyEfficiency'},"The electrical <e1>energy consumption</e1> of a mechanical ventilation system shall be <e2>calculated on the basis of air flows, specific fan powers and operating times for all air handling units and powered roof ventilators in the building</e2>.",necessity
113b8bf8-1856-45f5-a54b-d65ef100b437,"If a gas-fired combination boiler is installed in an existing dwelling, at least one of the following energy efficiency measures, appropriate to the system, should be installed.",{'ID': '262_UK_DocL_V1_ConsrvationOfFuelAndPower'},"If a gas-fired combination boiler is installed in an <e1>existing</e1> <e2>dwelling</e2>, at least one of the following energy efficiency measures, appropriate to the system, should be installed.",selection
703e5c71-bd54-4267-acf4-fa7db1e70d49,"Any sound system in an auditorium, a restaurant, a conference facility, a facility for festive occasions, a teaching facility or other similar assembly facility or a public service facility shall have an induction loop or a similar sound transmission system.",{'ID': '67_Finnish_Accessibility'},"Any <e1>sound system</e1> in an auditorium, a restaurant, a conference facility, a <e2>facility for festive occasions</e2>, a teaching facility or other similar assembly facility or a public service facility shall have an induction loop or a similar sound transmission system.",part-of
5b1fe636-d2aa-4382-885e-a4f8a2cae4d4,"Generally, a thermal element once upgraded should not have a U-value greater than 0.7W/(m2K).",{'ID': '125_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Generally, a <e1>thermal element</e1> once <e2>upgraded</e2> should not have a U-value greater than 0.7W/(m2K).",selection
8feaf7f2-dfd8-43ae-ab8d-791ee1ffd86c,"However, if the elevation difference is no more than 1,000 millimetres, the ramp may not have a gradient of more than eight per cent.",{'ID': '9_Finnish_Accessibility'},"However, if the elevation difference is no more than 1,000 millimetres, the <e1>ramp</e1> may not have a <e2>gradient</e2> of more than eight per cent.",part-of
5fa7daca-cb50-4397-a736-617e52d30187,"If efficiencies at below 30% are required and unavailable, the boiler efficiency may be taken as equal to that at 30% load.",{'ID': '246_UK_DocM_V2_AccessAndUseOfBuildings'},"If efficiencies at below 30% are required and unavailable, the <e1>boiler efficiency</e1> may be taken as equal to that at <e2>30% load</e2>.",equal
86350df0-a40e-412b-a301-004524d56736,"For wet heating systems in new dwellings with a floor area of 150m2 or greater, a minimum of two independently controlled heating circuits should be provided.",{'ID': '246_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For wet heating systems in new <e1>dwellings</e1> with a floor area of 150m2 or greater, a minimum of two <e2>independently controlled</e2> heating circuits should be provided.",none
f6add908-4d45-4b3e-83a6-369f6c36c037,"Door rails, stiles and muntins should be at least 44mm thick.",{'ID': '28_UK_DocQ_Security_Dwellings'},"Door rails, <e1>stiles</e1> and muntins should be at least 44mm <e2>thick</e2>.",part-of
d54852df-8e3c-4e99-8484-31c403b78558,"If work is carried out on a system that includes a boiler, a boiler interlock should be installed.",{'ID': '256_UK_DocL_V1_ConsrvationOfFuelAndPower'},"If work is carried out on a system that includes a <e1>boiler</e1>, a <e2>boiler interlock</e2> should be installed.",part-of
bde1697a-20c9-4f15-a63c-5be323a058c1,Any connection of two or more air handling units to the same duct or chamber shall be designed so that the pressures of the rooms or the directions of air flow between the rooms and in the ductworks do not change when the air flows of the units are being controlled.,{'ID': '90_Finnish_Health-IndoorClimateAndVentilation'},Any connection of two or more air handling units to the same duct or chamber shall be designed so that the pressures of the rooms or the directions of <e1>air flow</e1> <e2>between the rooms and in the ductworks</e2> do not change when the air flows of the units are being controlled.,selection
922bf8df-3a70-4f45-8c04-200b638d3b3c,The cold water pipe shall be designed and installed so that the temperature in the cold water system may not exceed 20 degrees Celsius.,{'ID': '59_Finnish_Health-WaterAndSewerage'},The <e1>cold water pipe</e1> shall be <e2>designed and installed</e2> so that the temperature in the cold water system may not exceed 20 degrees Celsius.,necessity
eccd4f77-ef4a-41fd-a22a-620c84fdddd4,There is a minimum of 400mm of worktop to at least one side of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,{'ID': '98_UK_DocM_V1_AccessAndUseOfBuildings'},There is a minimum of 400mm of worktop to at least one side of the oven and <e1>fridge</e1> or fridge freezer where this is taller than the worktop height (or to <e2>one side</e2> of a pair of tall appliances where they are located together at the end of a run).,none
07336e23-ffc0-4625-9dca-73c1eb5808c7,Purge ventilation should be capable of extracting at least four air changes per hour per room directly to the outside.,{'ID': '47_UK_DocF_V1_Ventilation'},<e1>Purge ventilation</e1> should be <e2>capable of extracting at least four air changes per hour per room directly to the outside</e2>.,necessity
ed2cca4a-50f7-470d-9752-dd8722385a24,"In dwellings and other premises that are used by children, restrictors must be installed on windows and other openings where there may be a danger of falling, and these must be such that they limit the easy opening of the window to 100 millimetres.",{'ID': '80_Finnish_SafetyOfUse'},"In dwellings and other <e1>premises</e1> that are used by children, restrictors must be installed on windows and other openings where there may be a danger of falling, and <e2>these</e2> must be such that they limit the easy opening of the window to 100 millimetres.",none
08075a86-82be-487e-915b-2c8423f95cb8,The equivalent area of the opening should meet or exceed the free area of the opening.,{'ID': '39_UK_DocO_Overheating'},The <e1>equivalent area</e1> of the opening should <e2>meet or exceed the free area of the opening</e2>.,necessity
4abb3268-3ba6-47e8-a8b7-4676dbaa9a16,"For buildings other than dwellings and for common access areas in buildings that contain flats, Provide all means of escape routes with a minimum clear headroom of 2m, except in doorways.",{'ID': '28_UK_DocK_ProtectionFromFalling'},"For buildings other than dwellings and for common access areas in <e1>buildings</e1> that contain flats, Provide all <e2>means</e2> of escape routes with a minimum clear headroom of 2m, except in doorways.",none
e8340500-38b6-461b-b00d-d3aa44ac1f0b,The temperature of the water available from the hot water system may not exceed 65 degrees Celsius.,{'ID': '62_Finnish_Health-WaterAndSewerage'},The <e1>temperature</e1> of the water available from the hot water system may not exceed <e2>65 degrees Celsius</e2>.,less-equal
6c789809-b1b8-429a-8fe2-8ce16f8a4b54,Air flows in the continuous working area of a parking garage for motor vehicles shall be designed so that the instantaneous carbon monoxide concentration does not exceed 7 mg/m3 (6 ppm).,{'ID': '62_Finnish_Health-IndoorClimateAndVentilation'},Air flows in the continuous working area of a parking garage for motor vehicles shall be designed so that the <e1>instantaneous carbon monoxide concentration</e1> does not exceed <e2>7 mg/m3 (6 ppm)</e2>.,less-equal
5ca6b3d3-fd21-4cc1-8dd8-185268db6615,The doorset should be manufactured from solid or laminated timber with a minimum density of 600kg/m3.,{'ID': '26_UK_DocQ_Security_Dwellings'},The doorset should be manufactured from solid or laminated <e1>timber</e1> with a minimum density of <e2>600kg/m3</e2>.,none
385a4365-40c0-4c07-8854-b07bde292fd2,"The  electrical  energy  consumption  of  a  mechanical ventilation  system  shall  be  calculated  on  the  basis  of  air  flows,  specific  fan  powers  and operating times for all air handling units and powered roof ventilators in the building.",{'ID': '109_Finnish_EnergyEfficiency'},"The electrical <e1>energy consumption</e1> of a <e2>mechanical</e2> ventilation system shall be calculated on the basis of air flows, specific fan powers and operating times for all air handling units and powered roof ventilators in the building.",none
7323113d-fcd0-4e19-a24a-c6171ec8c2b7,District heat networks and community heating systems should be designed to accommodate heat meter(s) for each dwelling.,{'ID': '295_UK_DocL_V1_ConsrvationOfFuelAndPower'},District heat networks and <e1>community heating systems</e1> should be <e2>designed to accommodate heat meter(s) for each dwelling</e2>.,necessity
e5b89c46-e6d5-4fb8-9e13-936c670c37c7,Consideration should be given to installing a chemical sanitary waste disposal unit in wheelchair-accessible WC accommodation.,{'ID': '164_UK_DocM_V2_AccessAndUseOfBuildings'},Consideration should be given to installing a chemical sanitary waste disposal unit in <e1>wheelchair-accessible</e1> <e2>WC accommodation</e2>.,selection
aa7c5790-2189-451d-bd0e-956a257a7b6d,"In an existing system, when a boiler or hot water storage vessel is replaced, any accessible pipes in the dwelling should be insulated.",{'ID': '201_UK_DocL_V1_ConsrvationOfFuelAndPower'},"In an existing system, when a <e1>boiler</e1> or hot water storage vessel is replaced, any accessible <e2>pipes</e2> in the dwelling should be insulated.",none
ec419055-6ed3-4dac-9879-748e2d365a26,"Internal building services: where services penetrate the air barrier, holes should be as small as possible and should be core drilled to limit damage.",{'ID': '180_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Internal building services: where services penetrate the air barrier, holes should be as <e1>small as possible</e1> and should be <e2>core drilled to limit damage</e2>.",none
2c725d50-13d5-4e77-bacf-9f174530e27c,The energy efficiency of historic and traditional buildings should be improved only if doing so will not cause long-term deterioration of the buildings fabric or fittings.,{'ID': '17_UK_DocM_V2_AccessAndUseOfBuildings'},The <e1>energy efficiency</e1> of historic and traditional buildings should be <e2>improved only if doing so will not cause long-term deterioration of the buildings fabric or fittings</e2>.,necessity
1320873f-de9b-4c55-a7c0-67f545c4a46e,"All access routes to principal, or alternative accessible, entrances should be surfaced so that people are able to travel along them easily, without excessive effort and without the risk of tripping or falling.",{'ID': '42_UK_DocM_V2_AccessAndUseOfBuildings'},"All access routes to <e1>principal</e1>, or alternative accessible, <e2>entrances</e2> should be surfaced so that people are able to travel along them easily, without excessive effort and without the risk of tripping or falling.",selection
78d904cd-b605-43a6-b3a4-34c22f557123,"Instead, the dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.",{'ID': '84_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Instead, the dwelling primary energy rate, <e1>dwelling emission rate</e1> and <e2>dwelling fabric energy efficiency rate</e2> should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.",none
3ec0e36a-0227-4b76-9fd5-7a2f77877d99,A building that contains both living accommodation and space for commercial purposes (e.g. for a workshop or office) should be treated as a dwelling if the commercial part can be reverted to domestic use.,{'ID': '23_UK_DocM_V2_AccessAndUseOfBuildings'},A <e1>building</e1> that contains both <e2>living accommodation</e2> and space for commercial purposes (e.g. for a workshop or office) should be treated as a dwelling if the commercial part can be reverted to domestic use.,part-of
9027959e-efc1-4d32-acbe-e0775d40f001,"The morticed bolts should have a minimum projection of 20mm, should be at least 100mm from the top and bottom corners of the door, and should avoid any door construction joints.",{'ID': '38_UK_DocQ_Security_Dwellings'},"The <e1>morticed bolts</e1> should have a minimum projection of 20mm, should be at least 100mm <e2>from the top and bottom corners of the door</e2>, and should avoid any door construction joints.",part-of
dcc583b1-8c4c-42cf-a1ed-e8907de56254,"The rise of the indoor steps of other spaces intended for everyday use may be no more than 180 millimetres, and the tread must be no less than 270 millimetres.",{'ID': '23_Finnish_SafetyOfUse'},"The rise of the indoor <e1>steps</e1> of other spaces intended for everyday use may be no more than <e2>180 millimetres</e2>, and the tread must be no less than 270 millimetres.",none
73b4b305-8971-489a-a290-f996e1f63e19,"The clear width of the door and opening leading to room spaces of a non-residential building as well as to residential rooms of a residential building, necessary spaces serving residence and spaces serving the use of the building shall be at least 800 millimetres.",{'ID': '19_Finnish_Accessibility'},"The clear <e1>width</e1> of the door and <e2>opening</e2> leading to room spaces of a non-residential building as well as to residential rooms of a residential building, necessary spaces serving residence and spaces serving the use of the building shall be at least 800 millimetres.",part-of
7d1ada0b-8dcc-4c01-84d7-78b80cb404c9,"If there are not enough associated parking spaces outside of the covered car park to meet the requirement to install electric vehicle charge points, then cable routes should be installed for associated parking spaces within the covered car park.",{'ID': '58_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"If there are not enough associated parking spaces outside of the covered car park to meet the requirement to install electric vehicle charge points, then cable routes should be installed for associated parking spaces within the <e1>covered</e1> <e2>car park</e2>.",selection
b4cef2a7-038c-4f72-8ea6-20e43d766165,"The building primary energy rate and building emission rate submission should be accompanied by a report, signed by a suitably qualified person, detailing how the CO2 emission factors and primary energy factors have been derived.",{'ID': '70_UK_DocM_V2_AccessAndUseOfBuildings'},"The building primary energy rate and building emission rate submission should be accompanied by a <e1>report</e1>, <e2>signed by a suitably qualified person</e2>, detailing how the CO2 emission factors and primary energy factors have been derived.",selection
ec419055-6ed3-4dac-9879-748e2d365a26,"Internal building services: where services penetrate the air barrier, holes should be as small as possible and should be core drilled to limit damage.",{'ID': '180_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Internal building services: where services penetrate the air barrier, <e1>holes</e1> should be as <e2>small as possible</e2> and should be core drilled to limit damage.",necessity
c5a6cac6-a314-47b1-aabd-13f2d1b7ad56,A step-free approach route should be provided to all private entrances.,{'ID': '71_UK_DocM_V1_AccessAndUseOfBuildings'},A step-free <e1>approach route</e1> should be provided to all private <e2>entrances</e2>.,necessity
eccd4f77-ef4a-41fd-a22a-620c84fdddd4,There is a minimum of 400mm of worktop to at least one side of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,{'ID': '98_UK_DocM_V1_AccessAndUseOfBuildings'},There is a minimum of 400mm of worktop to at least <e1>one side</e1> of the oven and fridge or <e2>fridge freezer</e2> where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,part-of
079db365-cfed-474e-9329-25349ac0db4a,"In connection with the door of an outside space of an individual dwelling the level difference outside the door may be more than 20 millimetres if the level difference can, with reasonable effort, be eliminated with equipment in the outdoor space.",{'ID': '21_Finnish_Accessibility'},"In connection with the door of an outside space of an individual dwelling the <e1>level difference</e1> <e2>outside the door</e2> may be more than 20 millimetres if the level difference can, with reasonable effort, be eliminated with equipment in the outdoor space.",selection
a43037b0-8e35-45a2-9f23-c2d65f6c5a64,"Where access to the dwelling can be gained via an interconnecting doorset from the garage, then either the garage doorset (pedestrian and vehicular) or the interconnecting doorset should be a secure doorset.",{'ID': '8_UK_DocQ_Security_Dwellings'},"Where access to the dwelling can be gained via an interconnecting doorset from the garage, then either the <e1>garage doorset</e1> (pedestrian and vehicular) or the <e2>interconnecting doorset</e2> should be a secure doorset.",none
4f2b56cb-9852-4406-bbea-31f426fb4910,"replacing a heating system including the heating appliance, pipework and heat emitters), the energy performance of the whole system should be assessed, and the results documented and handed over to the building owner with the manufacturers supporting literature.",{'ID': '397_UK_DocM_V2_AccessAndUseOfBuildings'},"replacing a heating system including the heating appliance, pipework and heat emitters), the <e1>energy performance</e1> of the whole system should be <e2>assessed, and the results documented and handed over to the building owner with the manufacturers supporting literature</e2>.",necessity
d728a9c8-0302-4bd1-b69b-0daeefce30d1,"Where a service building has a reception or sales counter, there should be convenient access to it and part of it should be at a level suitable for a wheelchair user or a seated person.",{'ID': '84_UK_DocM_V2_AccessAndUseOfBuildings'},"Where a service building has a <e1>reception</e1> or sales counter, there should be convenient access to it and part of it should be <e2>at a level suitable for a wheelchair user or a seated person</e2>.",none
5e226793-2805-41b0-bcb6-49319afaefc7,"If the building has a floor area greater than 150m2, heating should be split into different heating zones and each zone should have separate controls for timing and temperature demand.",{'ID': '258_UK_DocM_V2_AccessAndUseOfBuildings'},"If the building has a floor area greater than 150m2, <e1>heating</e1> should be <e2>split into different heating zones and each zone should have separate controls for timing and temperature demand</e2>.",necessity
70292367-f940-4ca6-b35f-b47bd4e66cd3,Cable routes must still be provided for a minimum of one in five parking spaces.,{'ID': '71_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},Cable routes must still be provided for a minimum of one in <e1>five</e1> <e2>parking spaces</e2>.,selection
8595e26e-db5c-4d09-9fcf-02b530b61e23,There must be access to each fire compartment of an attic for firefighting operations.,{'ID': '240_Finnish_FireSafety'},There must be <e1>access</e1> to each fire compartment of an attic <e2>for firefighting operations</e2>.,selection
1c511111-ab71-4b68-9421-f588bc4b9180,"People with visual impairment should be in no doubt as to the location of glass doors, especially when they are within a glazed screen.",{'ID': '76_UK_DocM_V2_AccessAndUseOfBuildings'},"People <e1>with visual impairment</e1> should <e2>be in no doubt as to the location of glass doors, especially when they are within a glazed screen</e2>.",none
d796dece-45f6-4527-a151-c59b007e9028,"A safe and marked access route must be reserved for pedestrians in connection with vehicle traffic and goods transport routes, doors and gates in the yards of buildings other than single-family houses, if pedestrian traffic through them is necessary.",{'ID': '132_Finnish_SafetyOfUse'},"A safe and marked <e1>access route</e1> must be reserved for pedestrians in connection with vehicle traffic and goods transport routes, doors and gates in the yards of buildings other than single-family houses, if pedestrian traffic through them is <e2>necessary</e2>.",none
a1f91cfd-21f8-49a4-8468-746f49f4848e,"For a building that contains more than one dwelling for example a block of flats or a terrace of houses an average target primary energy rate, target emission rate and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",{'ID': '50_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For a <e1>building</e1> that contains more than one dwelling for example a block of flats or a <e2>terrace of houses</e2> an average target primary energy rate, target emission rate and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",selection
2de867fe-80e7-4617-ad18-36225dd45ab1,Hinged or pivot windows with an opening angle of less than 15 degrees are not suitable for purge ventilation.,{'ID': '53_UK_DocF_V1_Ventilation'},<e1>Hinged</e1> or pivot <e2>windows</e2> with an opening angle of less than 15 degrees are not suitable for purge ventilation.,selection
0cfe8c0e-45e4-4c4c-bf9b-906e26e28c75,"There should be sufficient space for people to approach the building, pass others who are travelling in the opposite direction and carry out all necessary manoeuvres.",{'ID': '43_UK_DocM_V2_AccessAndUseOfBuildings'},"There should be sufficient <e1>space</e1> for people to approach the building, pass others who are travelling in the opposite direction and <e2>carry out all necessary manoeuvres</e2>.",selection
bc49524e-4bac-4d16-bc83-5a977019cfaa,Other ventilation systems may be acceptable if they can be shown to meet an equal level of performance.,{'ID': '30_UK_DocF_V1_Ventilation'},Other ventilation systems may be <e1>acceptable</e1> if they can be <e2>shown to meet an equal level of performance</e2>.,none
5b4380ba-0066-4735-a362-316d4c8e70b2,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than 10 parking spaces after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",{'ID': '73_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"Where a <e1>building</e1> undergoing major renovation, which is not a residential building or a mixeduse building, will have more than 10 <e2>parking spaces</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",necessity
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9,"In spaces intended for more than 60 persons, the width of the access route must be at least 1,200 millimetres.",{'ID': '116_Finnish_SafetyOfUse'},"In <e1>spaces</e1> <e2>intended for more than 60 persons</e2>, the width of the access route must be at least 1,200 millimetres.",selection
2ff58135-b89d-40d1-a145-51aad9e5a942,"The landing in front of the outside door shall be at least 1,500 millimetres wide and at least 1,500 millimetres long.",{'ID': '16_Finnish_Accessibility'},"The <e1>landing</e1> in front of the outside door shall be at least 1,500 millimetres <e2>wide</e2> and at least 1,500 millimetres long.",part-of
ddf21ce1-bd2a-49f5-8ba6-d2bcb5edf575,Taps should be lever operated and capable of easy operation.,{'ID': '97_UK_DocM_V1_AccessAndUseOfBuildings'},<e1>Taps</e1> should be lever operated and <e2>capable of easy operation</e2>.,necessity
fac44f87-4eb9-4f56-998c-74efa9512309,"If air barriers or vapour barriers have been used in the structure, the seams, edges and penetrations must be tight.",{'ID': '106_Finnish_Health-Humidity'},"If air barriers or vapour barriers have been used in the <e1>structure</e1>, the seams, <e2>edges</e2> and penetrations must be tight.",none
66b3628a-f0ee-4bc7-93c8-2ae0145a2e78,"In a room with no openable window, an intermittent extract fan should be provided with controls which continue to operate the fan for at least 15 minutes after the room is vacated.",{'ID': '83_UK_DocF_V1_Ventilation'},"In a <e1>room</e1> with no openable <e2>window</e2>, an intermittent extract fan should be provided with controls which continue to operate the fan for at least 15 minutes after the room is vacated.",not-part-of
54907849-c48f-4267-b5f0-fc7e9279da7c,"For existing dwellings, when carrying out work on an existing system, such as installing or replacing components (e.g. replacing a boiler but retaining the pipework and heat emitters), the energy performance of the new components should be assessed.",{'ID': '409_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For existing dwellings, when carrying out work on an existing system, such as installing or replacing components (e.g. replacing a boiler but retaining the pipework and heat emitters), the <e1>energy performance</e1> of the new <e2>components</e2> should be assessed.",part-of
12e1a42b-38ed-42c8-ac32-86091fcb85b1,The frequency of measurements should be sufficient to ensure that changes in the use of the room or space throughout the day are represented in the readings.,{'ID': '125_UK_DocF_V2_Ventilation'},The <e1>frequency</e1> of <e2>measurements</e2> should be sufficient to ensure that changes in the use of the room or space throughout the day are represented in the readings.,part-of
457ecdc0-8247-4ad4-9beb-3b7a31cfa0fd,"All public areas, including lavatory accommodation, public telephones and external terraces should be accessible.",{'ID': '138_UK_DocM_V2_AccessAndUseOfBuildings'},"All public areas, including lavatory accommodation, public telephones and external <e1>terraces</e1> should be <e2>accessible</e2>.",none
86350df0-a40e-412b-a301-004524d56736,"For wet heating systems in new dwellings with a floor area of 150m2 or greater, a minimum of two independently controlled heating circuits should be provided.",{'ID': '246_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For <e1>wet</e1> <e2>heating systems</e2> in new dwellings with a floor area of 150m2 or greater, a minimum of two independently controlled heating circuits should be provided.",selection
cb522b91-f26f-460e-adee-1a7f59ba10c9,"For heat pump installations in which there are other heat sources available to the same building, each of these heat sources should be appropriately incorporated into a singular control system.",{'ID': '315_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For heat pump installations in which there are other heat sources available to the same building, each of these <e1>heat sources</e1> should be <e2>appropriately incorporated into a singular control system</e2>.",necessity
49c6fd15-70a9-4733-8de8-8dd2fe49fe0a,"If renewable technology such as a wind turbine or photovoltaic array is replaced, the new system should have an electrical output that is at least the same as that of the original installation.",{'ID': '231_UK_DocL_V1_ConsrvationOfFuelAndPower'},"If renewable technology such as a wind turbine or photovoltaic array is replaced, the <e1>new</e1> <e2>system</e2> should have an electrical output that is at least the same as that of the original installation.",selection
7f49ccb1-ce2c-47eb-8b22-2c8e806e5d88,The resilient layer should be to the full height of the door and 600mm either side of the doorset.,{'ID': '15_UK_DocQ_Security_Dwellings'},The <e1>resilient layer</e1> should be <e2>to the full height of the door</e2> and 600mm either side of the doorset.,necessity
8a692fe7-08ed-4b90-8b13-7ce2e29d37a2,"During this process, the heat pump (along with its accompanying pipework) should be isolated from the ground heat exchanger such that damage to the internal heat exchanger inside the heat pump is avoided.",{'ID': '386_UK_DocL_V1_ConsrvationOfFuelAndPower'},"During this process, the heat pump (along with its accompanying <e1>pipework</e1>) should be <e2>isolated from the ground heat exchanger such that damage to the internal heat exchanger inside the heat pump is avoided</e2>.",necessity
0cafda73-ee3a-4a99-a224-2d142de63618,"Where a wet heating system is either: a. newly installed b. fully replaced in an existing building, including the heating appliance, emitters and associated pipework all parts of the system including pipework and emitters should be sized to allow the space heating system to operate effectively and in a manner that meets the heating needs of the dwelling, at a maximum flow temperature of 55C or lower.",{'ID': '238_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Where a wet heating system is either: a. newly installed b. fully replaced in an existing building, including the heating appliance, emitters and associated pipework all <e1>parts</e1> of the <e2>system</e2> including pipework and emitters should be sized to allow the space heating system to operate effectively and in a manner that meets the heating needs of the dwelling, at a maximum flow temperature of 55C or lower.",part-of
9a574829-3211-4b4f-8c0c-c7a7ab9cfd54,The whole building ventilation rate should be met.,{'ID': '47_UK_DocF_V2_Ventilation'},The whole <e1>building</e1> <e2>ventilation rate</e2> should be met.,part-of
08075a86-82be-487e-915b-2c8423f95cb8,The equivalent area of the opening should meet or exceed the free area of the opening.,{'ID': '39_UK_DocO_Overheating'},The <e1>equivalent area</e1> of the <e2>opening</e2> should meet or exceed the free area of the opening.,part-of
2238d6ef-421b-4f84-b24d-d46c6ba2afc5,"For example, when a door is open, people with impaired sight should be able to identify the door opening within the wall, as well as the leading edge of the door.",{'ID': '92_UK_DocM_V2_AccessAndUseOfBuildings'},"For example, when a door is open, <e1>people</e1> <e2>with impaired sight</e2> should be able to identify the door opening within the wall, as well as the leading edge of the door.",selection
079db365-cfed-474e-9329-25349ac0db4a,"In connection with the door of an outside space of an individual dwelling the level difference outside the door may be more than 20 millimetres if the level difference can, with reasonable effort, be eliminated with equipment in the outdoor space.",{'ID': '21_Finnish_Accessibility'},"In connection with the door of an <e1>outside space</e1> of an individual dwelling the level difference <e2>outside the door</e2> may be more than 20 millimetres if the level difference can, with reasonable effort, be eliminated with equipment in the outdoor space.",none
1913381b-a2cc-496e-9168-82ccf2a01d50,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the heat emission capacity of the heat emitters to be installed does not exceed 200 Watts per room.",{'ID': '67_Finnish_Health-WaterAndSewerage'},"<e1>In connection with repair and alteration work</e1>, the <e2>heat emitters</e2> connected to the domestic hot water ring duct may be replaced so that the heat emission capacity of the heat emitters to be installed does not exceed 200 Watts per room.",selection
