id,text,text-fixed
685_UK_UK_Approved_Document_B_vol_2,"If a building contains storeys, or parts of storeys, in different purpose groups, it is necessary to consider providing either of the following.","If a building contains storeys, or parts of storeys, in different purpose groups, it is necessary to consider providing either of the following."
686_UK_UK_Approved_Document_B_vol_2,Separate escape routes from the areas of different use.,Separate escape routes from the areas of different use.
687_UK_UK_Approved_Document_B_vol_2,Other effective means to protect common escape routes.,Other effective means to protect common escape routes.
689_UK_UK_Approved_Document_B_vol_2,A single escape stair may serve a building (or part of a building) in the following situations.,A single escape stair may serve a building (or part of a building) in the following situations.
690_UK_UK_Approved_Document_B_vol_2,When independent escape routes from areas in different purpose groups are not necessary (see paragraph 3.2).,When independent escape routes from areas in different purpose groups are not necessary (see paragraph 3.2).
691_UK_UK_Approved_Document_B_vol_2,From a basement that is allowed to have a single escape route in accordance with paragraph 2.6b and Table 2.1.,From a basement that is allowed to have a single escape route in accordance with paragraph 2.6b and Table 2.1.
692_UK_UK_Approved_Document_B_vol_2,"In small premises, provided it meets the conditions in paragraph 4.2.","In small premises, provided it meets the conditions in paragraph 4.2."
693_UK_UK_Approved_Document_B_vol_2,From a building that meets both of the following conditions.,From a building that meets both of the following conditions.
694_UK_UK_Approved_Document_B_vol_2,It has no storey with a floor level more than 11m above ground level.,It has no storey with a floor level more than 11m above ground level.
695_UK_UK_Approved_Document_B_vol_2,It is allowed to have only a single escape route in every storey in accordance with paragraph 2.6b and Table 2.1.,It is allowed to have only a single escape route in every storey in accordance with paragraph 2.6b and Table 2.1.
696_UK_UK_Approved_Document_B_vol_2,An office building with a maximum of five storeys above the ground storey where both of the following apply.,An office building with a maximum of five storeys above the ground storey where both of the following apply.
697_UK_UK_Approved_Document_B_vol_2,The travel distance from every point in each storey does not exceed the distances given in Table 2.1 for escape in one direction only.,The travel distance from every point in each storey does not exceed the distances given in Table 2.1 for escape in one direction only.
698_UK_UK_Approved_Document_B_vol_2,Every storey with a floor level more than 11m above ground level has an alternative means of escape.,Every storey with a floor level more than 11m above ground level has an alternative means of escape.
701_UK_UK_Approved_Document_B_vol_2,VERSIONONLINE VERSIONONLINE VERSIONONLINE VERSION f. A factory comprising no more than either of the following.,A factory comprising no more than either of the following.
702_UK_UK_Approved_Document_B_vol_2,"For low risk buildings, two storeys above the ground storey.","For low risk buildings, two storeys above the ground storey."
703_UK_UK_Approved_Document_B_vol_2,"For normal risk buildings, one storey above the ground storey, provided the travel distance from every point on each storey does not exceed the distances given in Table 2.1 for escape in one direction only.","For normal risk buildings, one storey above the ground storey, provided the travel distance from every point on each storey does not exceed the distances given in Table 2.1 for escape in one direction only."
704_UK_UK_Approved_Document_B_vol_2,Process plant buildings with a maximum of 10 people.,Process plant buildings with a maximum of 10 people.
706_UK_UK_Approved_Document_B_vol_2,Refuges form part of the management plan and offer relatively safe areas for people to wait for a short period only.,Refuges form part of the management plan and offer relatively safe areas for people to wait for a short period only.
707_UK_UK_Approved_Document_B_vol_2,Refuges should meet the following conditions.,Refuges should meet the following conditions.
708_UK_UK_Approved_Document_B_vol_2,Refuges should be provided on every storey (except ones consisting only of plant rooms) of each protected stairway providing an exit from that storey.,Refuges should be provided on every storey (except ones consisting only of plant rooms) of each protected stairway providing an exit from that storey.
709_UK_UK_Approved_Document_B_vol_2,"Refuges do not need to be located within the stair enclosure, but should enable direct access to the stair.","Refuges do not need to be located within the stair enclosure, but should enable direct access to the stair."
710_UK_UK_Approved_Document_B_vol_2,The number of refuge spaces does not need to equal the number of wheelchair users who may be in the building.,The number of refuge spaces does not need to equal the number of wheelchair users who may be in the building.
711_UK_UK_Approved_Document_B_vol_2,A single refuge may be occupied by more than one person during the evacuation procedure.,A single refuge may be occupied by more than one person during the evacuation procedure.
712_UK_UK_Approved_Document_B_vol_2,The following are both examples of satisfactory refuges.,The following are both examples of satisfactory refuges.
713_UK_UK_Approved_Document_B_vol_2,"An enclosure such as a compartment (Diagram 3.1), protected lobby, protected corridor or protected stairway (Diagram 3.2).","An enclosure such as a compartment (Diagram 3.1), protected lobby, protected corridor or protected stairway (Diagram 3.2)."
714_UK_UK_Approved_Document_B_vol_2,"An area in the open air, such as a flat roof, balcony, podium or similar place, that meets both of the following.","An area in the open air, such as a flat roof, balcony, podium or similar place, that meets both of the following."
715_UK_UK_Approved_Document_B_vol_2,It is protected (or remote) from any fire risk.,It is protected (or remote) from any fire risk.
716_UK_UK_Approved_Document_B_vol_2,It has its own means of escape.,It has its own means of escape.
717_UK_UK_Approved_Document_B_vol_2,Refuges should be a minimum of 900mm  1400mm in size and accessible by someone in a wheelchair.,Refuges should be a minimum of 900mm  1400mm in size and accessible by someone in a wheelchair.
718_UK_UK_Approved_Document_B_vol_2,"Where sited in a protected stairway, protected lobby or protected corridor, they should not reduce the width of the escape route or obstruct the flow of people escaping.","Where sited in a protected stairway, protected lobby or protected corridor, they should not reduce the width of the escape route or obstruct the flow of people escaping."
719_UK_UK_Approved_Document_B_vol_2,Refuges should be provided with an emergency voice communication (EVC) system complying with BS 5839-9.,Refuges should be provided with an emergency voice communication (EVC) system complying with BS 5839-9.
720_UK_UK_Approved_Document_B_vol_2,It should consist of Type B outstations communicating with a master station in the building control room (if one exists) or next to the fire detection and alarm panel.,It should consist of Type B outstations communicating with a master station in the building control room (if one exists) or next to the fire detection and alarm panel.
721_UK_UK_Approved_Document_B_vol_2,"In some buildings, wireless technology may be more appropriate.","In some buildings, wireless technology may be more appropriate."
722_UK_UK_Approved_Document_B_vol_2,Refuges and evacuation lifts should be clearly identified.,Refuges and evacuation lifts should be clearly identified.
723_UK_UK_Approved_Document_B_vol_2,In protected lobbies and protected stairways there should be a blue mandatory sign worded ‘Refuge – keep clear’ in addition to fire safety signs.,In protected lobbies and protected stairways there should be a blue mandatory sign worded ‘Refuge – keep clear’ in addition to fire safety signs.
724_UK_UK_Approved_Document_B_vol_2,"Paragraph 5.32 gives guidance on using lifts, including evacuation lifts, during a fire.","Paragraph 5.32 gives guidance on using lifts, including evacuation lifts, during a fire."
743_UK_UK_Approved_Document_B_vol_2,People occupying Compartment A would not reach an available refuge until they had entered Compartment B. Two ﬁre doorsets in the partition are necessary in case access to one of the doorsets is blocked by ﬁre.,People occupying Compartment A would not reach an available refuge until they had entered Compartment
743.2_UK_UK_Approved_Document_B_vol_2,,Two fire doorsets in the partition are necessary in case access to one of the doorsets is blocked by fire.
744_UK_UK_Approved_Document_B_vol_2,Provision where access to the refuge is counter to the access ﬂow within the stairway.,Provision where access to the refuge is counter to the access ﬂow within the stairway.
749_UK_UK_Approved_Document_B_vol_2,The width of escape stairs should meet all of the following conditions.,The width of escape stairs should meet all of the following conditions.
750_UK_UK_Approved_Document_B_vol_2,It should be at least as wide as any exits giving access to the stairs.,It should be at least as wide as any exits giving access to the stairs.
754_UK_UK_Approved_Document_B_vol_2,It should be no less than the minimum widths given in Table 3.1.,It should be no less than the minimum widths given in Table 3.1.
755_UK_UK_Approved_Document_B_vol_2,It should not reduce at any point on the way to a final exit.,It should not reduce at any point on the way to a final exit.
756_UK_UK_Approved_Document_B_vol_2,"It should not exceed 1400mm in stairs taller than 30m, unless a central handrail is provided.","It should not exceed 1400mm in stairs taller than 30m, unless a central handrail is provided."
757_UK_UK_Approved_Document_B_vol_2,"When a central handrail is provided, the stair width on each side of it should be considered separately when assessing stair capacity.","When a central handrail is provided, the stair width on each side of it should be considered separately when assessing stair capacity."
758_UK_UK_Approved_Document_B_vol_2,Approved Document K requires stairs more than 2000mm wide in public buildings to have a central handrail.,Approved Document K requires stairs more than 2000mm wide in public buildings to have a central handrail.
759_UK_UK_Approved_Document_B_vol_2,"If an exit route from a stair is also the escape route from the ground storey and/or basement storey, the width of the exit route may need to be increased (see paragraph 2.23).","If an exit route from a stair is also the escape route from the ground storey and/or basement storey, the width of the exit route may need to be increased (see paragraph 2.23)."
776_UK_UK_Approved_Document_B_vol_2,Assessed as likely to use the stair in a fire emergency.,Assessed as likely to use the stair in a fire emergency.
777_UK_UK_Approved_Document_B_vol_2,Section 6 of BS 9999 recommends that firefighting stairs should be at least 1100mm wide.,Section 6 of BS 9999 recommends that firefighting stairs should be at least 1100mm wide.
778_UK_UK_Approved_Document_B_vol_2,"See Table 3.2 for the size of stairs for simultaneous evacuation, and Table 3.3 for phased evacuation.","See Table 3.2 for the size of stairs for simultaneous evacuation, and Table 3.3 for phased evacuation."
779_UK_UK_Approved_Document_B_vol_2,"To comply with the guidance in Approved Document M on minimum widths for areas accessible to disabled people, this may need to be increased to 1000mm.","To comply with the guidance in Approved Document M on minimum widths for areas accessible to disabled people, this may need to be increased to 1000mm."
781_UK_UK_Approved_Document_B_vol_2,The width depends on the number of stairs provided and the escape strategy (simultaneous or phased evacuation).,The width depends on the number of stairs provided and the escape strategy (simultaneous or phased evacuation).
782_UK_UK_Approved_Document_B_vol_2,"If the maximum number of people needing to use escape stairs is unknown, calculate it using the floor space factors in Appendix D.","If the maximum number of people needing to use escape stairs is unknown, calculate it using the floor space factors in Appendix D."
784_UK_UK_Approved_Document_B_vol_2,"Regardless of escape strategy, where two or more stairs are provided, it should be assumed that one might not be available during a fire.","Regardless of escape strategy, where two or more stairs are provided, it should be assumed that one might not be available during a fire."
785_UK_UK_Approved_Document_B_vol_2,Each stair should be discounted in turn to ensure the capacity of the remaining stairs is adequate.,Each stair should be discounted in turn to ensure the capacity of the remaining stairs is adequate.
786_UK_UK_Approved_Document_B_vol_2,This applies to buildings with or without a sprinkler system.,This applies to buildings with or without a sprinkler system.
787_UK_UK_Approved_Document_B_vol_2,Paragraph 3.14 does not apply if either of the following applies.,Paragraph 3.14 does not apply if either of the following applies.
788_UK_UK_Approved_Document_B_vol_2,Escape stairs are protected by a smoke control system designed in accordance with BS EN 12101-6.,Escape stairs are protected by a smoke control system designed in accordance with BS EN 12101-6.
789_UK_UK_Approved_Document_B_vol_2,Escape stairs are approached on each storey (except the top storey) through a protected lobby.,Escape stairs are approached on each storey (except the top storey) through a protected lobby.
790_UK_UK_Approved_Document_B_vol_2,"Despite these exceptions, at least one storey exit still needs to be discounted (paragraph 2.21).","Despite these exceptions, at least one storey exit still needs to be discounted (paragraph 2.21)."
792_UK_UK_Approved_Document_B_vol_2,B1Table 3.1 Minimum widths of escape stairsONLINE VERSIONONLINE VERSIONONLINE VERSIONONLINE VERSION Paragraph 3.34 identifies cases where stairs need lobby protection.,Paragraph 3.34 identifies cases where stairs need lobby protection.
794_UK_UK_Approved_Document_B_vol_2,The width of escape stairs should take account of the number of people using them while evacuating all storeys at the same time.,The width of escape stairs should take account of the number of people using them while evacuating all storeys at the same time.
795_UK_UK_Approved_Document_B_vol_2,The following stairs should be designed to allow simultaneous evacuation.,The following stairs should be designed to allow simultaneous evacuation.
796_UK_UK_Approved_Document_B_vol_2,All stairs serving basements.,All stairs serving basements.
797_UK_UK_Approved_Document_B_vol_2,All stairs serving buildings with open spatial planning.,All stairs serving buildings with open spatial planning.
798_UK_UK_Approved_Document_B_vol_2,All stairs serving ‘residential (other)’ (purpose group 2(b)) or ‘assembly and recreation’ (purpose group 5) buildings.,All stairs serving ‘residential (other)’ (purpose group 2(b)) or ‘assembly and recreation’ (purpose group 5) buildings.
799_UK_UK_Approved_Document_B_vol_2,Annexes B and C of BS 9999 include designs based on simultaneous evacuation.,Annexes B and C of BS 9999 include designs based on simultaneous evacuation.
800_UK_UK_Approved_Document_B_vol_2,The capacity of stairs of widths from 1000mm to 1800mm is given in Table 3.2.,The capacity of stairs of widths from 1000mm to 1800mm is given in Table 3.2.
802_UK_UK_Approved_Document_B_vol_2,Maximum number of people served by a stair of width:,Maximum number of people served by a stair of width:
911_UK_UK_Approved_Document_B_vol_2,The capacity of stairs that serve more than 10 storeys may be obtained by using linear extrapolation.,The capacity of stairs that serve more than 10 storeys may be obtained by using linear extrapolation.
912_UK_UK_Approved_Document_B_vol_2,The capacity of stairs not less than 1100mm wide may also be obtained by using the formulas in paragraph 3.18.,The capacity of stairs not less than 1100mm wide may also be obtained by using the formulas in paragraph 3.18.
913_UK_UK_Approved_Document_B_vol_2,"Unless a central handrail is provided, stairs with a rise of more than 30m should be a maximum width of 1400mm (see paragraph 3.10).","Unless a central handrail is provided, stairs with a rise of more than 30m should be a maximum width of 1400mm (see paragraph 3.10)."
914_UK_UK_Approved_Document_B_vol_2,Stairs wider than 2000mm should have a central handrail (see paragraph 3.11).,Stairs wider than 2000mm should have a central handrail (see paragraph 3.11).
915_UK_UK_Approved_Document_B_vol_2,"As an alternative to Table 3.2, the capacity of stairs 1100mm wide or wider can be found using either of the following formulas:","As an alternative to Table 3.2, the capacity of stairs 1100mm wide or wider can be found using either of the following formulas:"
922_UK_UK_Approved_Document_B_vol_2,N is the number of storeys served.,N is the number of storeys served.
923_UK_UK_Approved_Document_B_vol_2,Separate calculations should be made for stairs serving basement storeys and stairs serving upper storeys.,Separate calculations should be made for stairs serving basement storeys and stairs serving upper storeys.
924_UK_UK_Approved_Document_B_vol_2,"The population, P, should be divided by the number of available stairs.","The population, P, should be divided by the number of available stairs."
925_UK_UK_Approved_Document_B_vol_2,The formula is useful to determine the width of stairs where people are not distributed evenly – either within a storey or between storeys.,The formula is useful to determine the width of stairs where people are not distributed evenly – either within a storey or between storeys.
926_UK_UK_Approved_Document_B_vol_2,"In the formula, 200W represents the number of people estimated to have left the stair after 2.5 minutes of evacuation, and 50 (W – 0.3)(N – 1) represents the number of people estimated to be on the stair after 2.5 minutes of evacuation.","In the formula, 200W represents the number of people estimated to have left the stair after 2.5 minutes of evacuation, and 50 (W – 0.3)(N – 1) represents the number of people estimated to be on the stair after 2.5 minutes of evacuation."
928_UK_UK_Approved_Document_B_vol_2,A 14 storey building contains 12 storeys of offices (ground + 11).,A 14 storey building contains 12 storeys of offices (ground + 11).
929_UK_UK_Approved_Document_B_vol_2,The top two storeys contain flats that are served by separate stairs.,The top two storeys contain flats that are served by separate stairs.
930_UK_UK_Approved_Document_B_vol_2,"What is the minimum width needed for the stairs that serve the office floors, for simultaneous evacuation?","What is the minimum width needed for the stairs that serve the office floors, for simultaneous evacuation?"
931_UK_UK_Approved_Document_B_vol_2,"In the 11 above-ground-floor offices, 1200 people use the stairs.","In the 11 above-ground-floor offices, 1200 people use the stairs."
933_UK_UK_Approved_Document_B_vol_2,"In this example, two stairs are shown to satisfy the travel distance limitations.","In this example, two stairs are shown to satisfy the travel distance limitations."
935_UK_UK_Approved_Document_B_vol_2,"The top office storey is at a height greater than 18m, therefore both stairs need lobby protection (see paragraph 3.34).","The top office storey is at a height greater than 18m, therefore both stairs need lobby protection (see paragraph 3.34)."
936_UK_UK_Approved_Document_B_vol_2,"Because both stairs are entered at each level via a protected lobby, both stairs can be assumed to be available (see paragraph 3.15).","Because both stairs are entered at each level via a protected lobby, both stairs can be assumed to be available (see paragraph 3.15)."
938_UK_UK_Approved_Document_B_vol_2,From the formula:,From the formula:
944_UK_UK_Approved_Document_B_vol_2,Therefore both stairs should be at least 1070mm wide.,Therefore both stairs should be at least 1070mm wide.
945_UK_UK_Approved_Document_B_vol_2,"But this needs to be increased to 1100mm, because the formula applies to stairs 1100mm wide or wider (see paragraph 3.18).","But this needs to be increased to 1100mm, because the formula applies to stairs 1100mm wide or wider (see paragraph 3.18)."
946_UK_UK_Approved_Document_B_vol_2,This width will also be adequate when one storey exit is discounted as described in paragraph 2.21.,This width will also be adequate when one storey exit is discounted as described in paragraph 2.21.
947_UK_UK_Approved_Document_B_vol_2,It also complies with paragraph 3.10a (i.e. the stair widths are not less than the minimum widths needed for 110 people in Table 2.3).,It also complies with paragraph 3.10a (i.e. the stair widths are not less than the minimum widths needed for 110 people in Table 2.3).
949_UK_UK_Approved_Document_B_vol_2,"people occupy floors 1 to 9, and 200 occupy floors 10 and 11).","(e.g. 1000 people occupy floors 1 to 9, and 200 occupy floors 10 and 11)."
950_UK_UK_Approved_Document_B_vol_2,"The top office storey is at a height greater than 18m, therefore both stairs need lobby protection (see paragraph 3.34).","The top office storey is at a height greater than 18m, therefore both stairs need lobby protection (see paragraph 3.34)."
951_UK_UK_Approved_Document_B_vol_2,"Because both stairs are entered at each level via a protected lobby, both stairs can be assumed to be available (see paragraph 3.15).","Because both stairs are entered at each level via a protected lobby, both stairs can be assumed to be available (see paragraph 3.15)."
954_UK_UK_Approved_Document_B_vol_2,VERSIONONLINE VERSIONONLINE VERSIONONLINE VERSION To find the width of:,To find the width of:
955_UK_UK_Approved_Document_B_vol_2,• the stairs serving floors 10 and 11:, the stairs serving floors 10 and 11:
957_UK_UK_Approved_Document_B_vol_2,From the formula:,From the formula:
963_UK_UK_Approved_Document_B_vol_2,Therefore both stairs between the 9th floor landing and the top floor should be at least 460mm wide.,Therefore both stairs between the 9th floor landing and the top floor should be at least 460mm wide.
964_UK_UK_Approved_Document_B_vol_2,"But this needs to be increased to 1100mm, because the formula applies to stairs 1100mm wide or wider (see paragraph 3.18).","But this needs to be increased to 1100mm, because the formula applies to stairs 1100mm wide or wider (see paragraph 3.18)."
965_UK_UK_Approved_Document_B_vol_2,This width will also be adequate when one storey exit is discounted as described in paragraph 2.21.,This width will also be adequate when one storey exit is discounted as described in paragraph 2.21.
966_UK_UK_Approved_Document_B_vol_2,It also complies with paragraph 3.10a (i.e. the stair widths are not less than the minimum widths needed for 100 people in Table 2.3).,It also complies with paragraph 3.10a (i.e. the stair widths are not less than the minimum widths needed for 100 people in Table 2.3).
967_UK_UK_Approved_Document_B_vol_2,• the stairs serving floors 1 to 9:, the stairs serving floors 1 to 9:
969_UK_UK_Approved_Document_B_vol_2,From the formula:,From the formula:
975_UK_UK_Approved_Document_B_vol_2,Therefore both stairs between the ninth floor landing and the ground floor should be at least 1200mm wide.,Therefore both stairs between the ninth floor landing and the ground floor should be at least 1200mm wide.
976_UK_UK_Approved_Document_B_vol_2,This width will also be adequate when one storey exit is discounted as described in paragraph 2.21.,This width will also be adequate when one storey exit is discounted as described in paragraph 2.21.
977_UK_UK_Approved_Document_B_vol_2,It also complies with paragraph 3.10a (i.e. the stair widths are not less than the minimum widths needed for 134 people in Table 2.3).,It also complies with paragraph 3.10a (i.e. the stair widths are not less than the minimum widths needed for 134 people in Table 2.3).
979_UK_UK_Approved_Document_B_vol_2,"Phased evacuation cannot be used in every type of building, but can be advantageous for escape stairs in high buildings.","Phased evacuation cannot be used in every type of building, but can be advantageous for escape stairs in high buildings."
980_UK_UK_Approved_Document_B_vol_2,"It requires supporting facilities, such as fire detection and alarm systems, to be provided and maintained.","It requires supporting facilities, such as fire detection and alarm systems, to be provided and maintained."
981_UK_UK_Approved_Document_B_vol_2,"In a phased evacuation, the first people to be evacuated are those with reduced mobility and those on the storey most immediately affected by the fire.","In a phased evacuation, the first people to be evacuated are those with reduced mobility and those on the storey most immediately affected by the fire."
982_UK_UK_Approved_Document_B_vol_2,"If needed, subsequent evacuation is done two floors at a time, reducing disruption in large buildings.","If needed, subsequent evacuation is done two floors at a time, reducing disruption in large buildings."
983_UK_UK_Approved_Document_B_vol_2,"Phased evacuation enables stairs to be narrower than with simultaneous evacuation, and may be used for any building provided it is not identified in paragraph 3.16.","Phased evacuation enables stairs to be narrower than with simultaneous evacuation, and may be used for any building provided it is not identified in paragraph 3.16."
986_UK_UK_Approved_Document_B_vol_2,VERSIONONLINE VERSIONONLINE VERSIONONLINE VERSION 3.20 Phased evacuation in buildings with a storey over 30m in height introduces the potential for escaping people to impede firefighters entering and operating within the building.,Phased evacuation in buildings with a storey over 30m in height introduces the potential for escaping people to impede firefighters entering and operating within the building.
987_UK_UK_Approved_Document_B_vol_2,This can be addressed by consulting with the fire and rescue service about special management procedures.,This can be addressed by consulting with the fire and rescue service about special management procedures.
988_UK_UK_Approved_Document_B_vol_2,"In very tall buildings, typically with a storey over 45m in height, physical measures may need to be incorporated, such as by discounting a stair.","In very tall buildings, typically with a storey over 45m in height, physical measures may need to be incorporated, such as by discounting a stair."
989_UK_UK_Approved_Document_B_vol_2,A building (or part of a building) designed for phased evacuation should satisfy all of the following criteria.,A building (or part of a building) designed for phased evacuation should satisfy all of the following criteria.
990_UK_UK_Approved_Document_B_vol_2,"At each storey except a top storey, stairs should be approached through a protected lobby or protected corridor.","At each storey except a top storey, stairs should be approached through a protected lobby or protected corridor."
991_UK_UK_Approved_Document_B_vol_2,"At each storey, the lifts should be approached through a protected lobby (see paragraph 5.37).","At each storey, the lifts should be approached through a protected lobby (see paragraph 5.37)."
992_UK_UK_Approved_Document_B_vol_2,Every floor should be a compartment floor (REI depending on height and use of the building).,Every floor should be a compartment floor (REI depending on height and use of the building).
993_UK_UK_Approved_Document_B_vol_2,"If there is a storey over 30m above ground level, the building should be protected throughout by an automatic sprinkler system in accordance with Appendix E.","If there is a storey over 30m above ground level, the building should be protected throughout by an automatic sprinkler system in accordance with Appendix E."
994_UK_UK_Approved_Document_B_vol_2,The building should be fitted with an appropriate fire warning system conforming to at least the L3 standard given in BS 5839-1.,The building should be fitted with an appropriate fire warning system conforming to at least the L3 standard given in BS 5839-1.
995_UK_UK_Approved_Document_B_vol_2,An internal speech communication system should provide communication between a control point at fire and rescue service access level and a fire warden on every storey.,An internal speech communication system should provide communication between a control point at fire and rescue service access level and a fire warden on every storey.
996_UK_UK_Approved_Document_B_vol_2,The recommendations for phased evacuation provided in BS 5839-1 should be followed.,The recommendations for phased evacuation provided in BS 5839-1 should be followed.
997_UK_UK_Approved_Document_B_vol_2,"Where it is deemed appropriate to install a voice alarm, this should be in accordance with BS 5839-8.","Where it is deemed appropriate to install a voice alarm, this should be in accordance with BS 5839-8."
998_UK_UK_Approved_Document_B_vol_2,The minimum width of stairs needed for phased evacuation is given in Table 3.3.,The minimum width of stairs needed for phased evacuation is given in Table 3.3.
1020_UK_UK_Approved_Document_B_vol_2,This table assumes a phased evacuation of the fire floor first followed by evacuation of not more than two floors at a time.,This table assumes a phased evacuation of the fire floor first followed by evacuation of not more than two floors at a time.
1021_UK_UK_Approved_Document_B_vol_2,"Unless a central handrail is provided, stairs with a rise of more than 30m should be a maximum width of 1400mm (see paragraph 3.10).","Unless a central handrail is provided, stairs with a rise of more than 30m should be a maximum width of 1400mm (see paragraph 3.10)."
1022_UK_UK_Approved_Document_B_vol_2,"As an alternative to using this table, the minimum width (in mm) may be calculated from: (P10) – 100 where P = the number of people on the most heavily occupied storey.","As an alternative to using this table, the minimum width (in mm) may be calculated from: (P10) – 100 where P = the number of people on the most heavily occupied storey."
1023_UK_UK_Approved_Document_B_vol_2,"However, the minimum width of a stair should be 1000mm.","However, the minimum width of a stair should be 1000mm."
1026_UK_UK_Approved_Document_B_vol_2,"What is the minimum width needed for the stairs serving a 15 storey office building (ground + 14 office floors), assuming a total population of 2500 people (excluding the ground floor population, which does not use the stairs)?","What is the minimum width needed for the stairs serving a 15 storey office building (ground + 14 office floors), assuming a total population of 2500 people (excluding the ground floor population, which does not use the stairs)?"
1027_UK_UK_Approved_Document_B_vol_2,"To satisfy the travel distance limitations, three stairs are required.","To satisfy the travel distance limitations, three stairs are required."
1028_UK_UK_Approved_Document_B_vol_2,The building is over 45m in height and designed for phased evacuation.,The building is over 45m in height and designed for phased evacuation.
1029_UK_UK_Approved_Document_B_vol_2,It has been decided to discount one stair to take account of fire and rescue service operations as described in paragraph 3.20.,It has been decided to discount one stair to take account of fire and rescue service operations as described in paragraph 3.20.
1031_UK_UK_Approved_Document_B_vol_2,• Number of people per storey = 2500/14 = 179., Number of people per storey = 2500/14 = 179.
1032_UK_UK_Approved_Document_B_vol_2,Each remaining stair must be able to accommodate half the population of one storey (i.e. 90 people).,Each remaining stair must be able to accommodate half the population of one storey (i.e. 90 people).
1033_UK_UK_Approved_Document_B_vol_2,Thus each stair should be 1000mm wide (maximum capacity 100 people).,Thus each stair should be 1000mm wide (maximum capacity 100 people).
1034_UK_UK_Approved_Document_B_vol_2,This width will also be adequate when one storey exit is discounted as described in paragraph 2.21.,This width will also be adequate when one storey exit is discounted as described in paragraph 2.21.
1035_UK_UK_Approved_Document_B_vol_2,It also complies with paragraph 3.10a (i.e. the stair widths are not less than the minimum width needed for 90 people in Table 2.3).,It also complies with paragraph 3.10a (i.e. the stair widths are not less than the minimum width needed for 90 people in Table 2.3).
1036_UK_UK_Approved_Document_B_vol_2,"• At least one of those stairs needs to be a firefighting stair, therefore a minimum width of 1100mm is needed (see note 2 to Table 3.1)."," At least one of those stairs needs to be a firefighting stair, therefore a minimum width of 1100mm is needed (see note 2 to Table 3.1)."
1038_UK_UK_Approved_Document_B_vol_2,"What is the minimum width needed for the stairs serving a 9 storey office building (ground + 8 office floors), assuming a total population of 1920 people (excluding the ground floor population, which does not use the stairs)?","What is the minimum width needed for the stairs serving a 9 storey office building (ground + 8 office floors), assuming a total population of 1920 people (excluding the ground floor population, which does not use the stairs)?"
1039_UK_UK_Approved_Document_B_vol_2,"To satisfy the travel distance limitations, two stairs are required.","To satisfy the travel distance limitations, two stairs are required."
1040_UK_UK_Approved_Document_B_vol_2,"As both stairs need to be entered at each level through a protected lobby (see paragraph 3.21), both stairs can be assumed to be available (see paragraph 3.15).","As both stairs need to be entered at each level through a protected lobby (see paragraph 3.21), both stairs can be assumed to be available (see paragraph 3.15)."
1042_UK_UK_Approved_Document_B_vol_2,• Number of people per storey = 1920/8 = 240., Number of people per storey = 1920/8 = 240.
1043_UK_UK_Approved_Document_B_vol_2,• Each stair must be able to accommodate half the population of one storey (i.e. 240/2 = 120 people)., Each stair must be able to accommodate half the population of one storey (i.e. 240/2 = 120 people).
1044_UK_UK_Approved_Document_B_vol_2,"• Thus both stairs would require a width of 1100mm (maximum capacity 120 people) according to Table 3.3, but:"," Thus both stairs would require a width of 1100mm (maximum capacity 120 people) according to Table 3.3, but:"
1045_UK_UK_Approved_Document_B_vol_2,"• Each storey exit needs to be able to serve 240 people, because of discounting as described in paragraph 2.21."," Each storey exit needs to be able to serve 240 people, because of discounting as described in paragraph 2.21."
1046_UK_UK_Approved_Document_B_vol_2,The minimum exit width needed for 240 people in Table 2.3 is 1200mm.,The minimum exit width needed for 240 people in Table 2.3 is 1200mm.
1047_UK_UK_Approved_Document_B_vol_2,"As described in paragraph 3.10a, the stair should be at least as wide as the storey exit serving it.","As described in paragraph 3.10a, the stair should be at least as wide as the storey exit serving it."
1048_UK_UK_Approved_Document_B_vol_2,• The required stair width is therefore 1200mm., The required stair width is therefore 1200mm.
1051_UK_UK_Approved_Document_B_vol_2,Every internal escape stair should be a protected stairway (within a fire resisting enclosure).,Every internal escape stair should be a protected stairway (within a fire resisting enclosure).
1052_UK_UK_Approved_Document_B_vol_2,"If it is also a protected shaft (i.e. it passes from one compartment to another) or firefighting shaft, additional guidance in Sections 8 and 17 applies.","If it is also a protected shaft (i.e. it passes from one compartment to another) or firefighting shaft, additional guidance in Sections 8 and 17 applies."
1053_UK_UK_Approved_Document_B_vol_2,"There is one exception: an unprotected stair (e.g. an accommodation stair) may form part of an internal route to a storey exit or final exit, provided that the distance of travel and the number of people involved are very limited.","There is one exception: an unprotected stair (e.g. an accommodation stair) may form part of an internal route to a storey exit or final exit, provided that the distance of travel and the number of people involved are very limited."
1054_UK_UK_Approved_Document_B_vol_2,"For example, small premises (Section 4) and raised storage areas (see paragraphs 7.6 and 7.7).","For example, small premises (Section 4) and raised storage areas (see paragraphs 7.6 and 7.7)."
1058_UK_UK_Approved_Document_B_vol_2,"The flights and landings of escape stairs should be constructed of materials achieving class A2-s3, d2 or better in all of the following situations.","The flights and landings of escape stairs should be constructed of materials achieving class A2-s3, d2 or better in all of the following situations."
1059_UK_UK_Approved_Document_B_vol_2,"If the escape stair is the only stair serving the building or part of the building, unless the building has two or three storeys and is an office building.","If the escape stair is the only stair serving the building or part of the building, unless the building has two or three storeys and is an office building."
