example_id,content,processed_content,label,metadata
77f993c6-dff1-4f9a-8f66-73221d3cbaff,"If the dwelling only has one habitable room, a minimum ventilation rate of 13l/s should be used.","If the dwelling only has one habitable room , a minimum ventilation rate of 13l/s should be used .",O O B-object O O B-value B-object I-object O O O B-property I-property O B-value O O O O,{'ID': '43_UK_DocF_V1_Ventilation'}
0cfe8c0e-45e4-4c4c-bf9b-906e26e28c75,"There should be sufficient space for people to approach the building, pass others who are travelling in the opposite direction and carry out all necessary manoeuvres.","There should be sufficient space for people to approach the building , pass others who are travelling in the opposite direction and carry out all necessary manoeuvres .",O O O B-quality B-object O B-object O B-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality O,{'ID': '43_UK_DocM_V2_AccessAndUseOfBuildings'}
8e83d841-dcab-479c-a131-a5ce80cd416d,The fan speed should be set to achieve the desired continuous flow rate.,The fan speed should be set to achieve the desired continuous flow rate .,O B-object B-property O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '197_UK_DocF_V1_Ventilation'}
e505b13c-7b62-4857-aa2d-544dc986e9c0,"For dwellings, for external tapered steps and stairs that are part of the building the going of each step should be a minimum of 280mm.","For dwellings , for external tapered steps and stairs that are part of the building the going of each step should be a minimum of 280mm .",O B-object O O B-quality B-quality B-property O B-property B-quality I-quality I-quality I-quality I-quality I-quality O B-property O B-quality B-property O O O O O B-value O,{'ID': '18_UK_DocK_ProtectionFromFalling'}
78a7dc3d-5e1e-4858-8913-b319e30f2ff1,The air extract rate should be 20 litres per second per machine during use.,The air extract rate should be 20 litres per second per machine during use .,O B-property I-property I-property O O B-value I-value I-value I-value O B-object B-quality I-quality O,{'ID': '46_UK_DocF_V2_Ventilation'}
1cf2f287-457b-4f89-8c43-135ffda5029a,"The provision made must be sufficient to (a) meet the needs of occupants with differing needs, including some older or disabled people; and (b) to allow adaptation of the dwelling to meet the changing needs of occupants over time.","The provision made must be sufficient to ( a ) meet the needs of occupants with differing needs , including some older or disabled people ; and ( b ) to allow adaptation of the dwelling to meet the changing needs of occupants over time .",O B-object O O O O O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '36_UK_DocM_V1_AccessAndUseOfBuildings'}
24729e93-fd1e-4e91-bbd6-ef8e73c582fb,"A unit that contains both living accommodation and space for commercial purposes (e.g. as aworkshop or office) should be treated as a residential building, as long as the commercial part canrevert to residential use.","A unit that contains both living accommodation and space for commercial purposes ( e.g . as aworkshop or office ) should be treated as a residential building , as long as the commercial part canrevert to residential use .",O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O O O O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '3_UK_DocO_Overheating'}
fab95d95-4789-4384-8d57-a575190f9e73,The heating plant emission rate of the micro combined heat and power system (microCHP) should be no greater than the emission rate of a regular boiler using the same fuel as the microCHP.,The heating plant emission rate of the micro combined heat and power system ( microCHP ) should be no greater than the emission rate of a regular boiler using the same fuel as the microCHP .,O B-property I-property I-property I-property O O B-object I-object I-object I-object I-object I-object O O O O O O O O O B-property I-property O O B-quality B-object B-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '297_UK_DocL_V1_ConsrvationOfFuelAndPower'}
5ed671ca-0cd0-47e2-ad68-1d910e5ddbdf,The access route in the seating area or standing auditorium must be directly accessible from the end of each row.,The access route in the seating area or standing auditorium must be directly accessible from the end of each row .,O B-object I-object O O B-object I-object O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '114_Finnish_SafetyOfUse'}
208b093d-361f-4aec-819d-4abca4e72c68,"in an evacuation area where the maximum number of occupants is 60, the second exit may be no less than 900 millimetres in width.","in an evacuation area where the maximum number of occupants is 60 , the second exit may be no less than 900 millimetres in width .",O O B-object I-object O O B-property I-property I-property I-property O B-value O O B-quality B-object O O O O O B-value I-value O B-property O,{'ID': '216_Finnish_FireSafety'}
9d172d30-e92f-4151-865c-d204f217705d,The slope of the wet room floor must allow water to flow into the floor drain.,The slope of the wet room floor must allow water to flow into the floor drain .,O B-property O O B-object I-object B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '118_Finnish_Health-Humidity'}
2c8d2bc3-cf23-48f8-b9c0-b90f150f9f93,"Any walls, doors and windows should be insulated and draught-proofed to at least the same extent as in the existing building.","Any walls , doors and windows should be insulated and draught-proofed to at least the same extent as in the existing building .",O B-object O B-object O B-object O O B-quality O B-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '426_UK_DocM_V2_AccessAndUseOfBuildings'}
02f5e3fb-7a8b-4a88-a6e5-337cc0835284,"When a new residential building is erected, information about the building must be given to the owner of the building to allow them to use the overheating mitigation strategy effectively.","When a new residential building is erected , information about the building must be given to the owner of the building to allow them to use the overheating mitigation strategy effectively .",O O B-quality B-object I-object O B-quality O B-object O O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '90_UK_DocO_Overheating'}
517253f8-98b1-4821-8901-75124d3237db,"Consideration should be given to the provision of a second handrail on stairs in a wide range of building types, and particularly in schools, for use by children and people of short stature.","Consideration should be given to the provision of a second handrail on stairs in a wide range of building types , and particularly in schools , for use by children and people of short stature .",B-object O O O O O O O O B-quality B-object O B-object O O B-object I-object I-object I-object I-object O O O O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '59_UK_DocM_V2_AccessAndUseOfBuildings'}
6ec243f2-9294-4b7c-89a4-1c46e4a69cc9,"If site constraints necessitate an approach of 1:20 or steeper, an approach incorporating ramped access should be provided.","If site constraints necessitate an approach of 1:20 or steeper , an approach incorporating ramped access should be provided .",O B-object B-property O O B-object O B-value O O O O B-object B-quality I-quality I-quality O O O O,{'ID': '49_UK_DocM_V2_AccessAndUseOfBuildings'}
57f7bbad-51b7-4627-8fe9-2d7a50289448,"Doors to the principal, or alternative accessible, entrance should be accessible to all, particularly wheelchair users and people with limited physical dexterity.","Doors to the principal , or alternative accessible , entrance should be accessible to all , particularly wheelchair users and people with limited physical dexterity .",B-object O O B-quality O O B-quality I-quality O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '64_UK_DocM_V2_AccessAndUseOfBuildings'}
5e51b653-449e-4d00-be19-0e20ecff5c49,The default condition should be off.,The default condition should be off .,O B-quality B-property O O B-value O,{'ID': '213_UK_DocM_V2_AccessAndUseOfBuildings'}
3f4eef4b-2dc5-4746-8791-3a37360d6e8a,All people should be able to use presentation facilities.,All people should be able to use presentation facilities .,O B-object O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '134_UK_DocM_V2_AccessAndUseOfBuildings'}
0d5f23b0-8423-4528-95bd-179fe81c75df,A building and its environment must be lit in a way that enables safe use and servicing.,A building and its environment must be lit in a way that enables safe use and servicing .,O B-object O O B-object O O B-quality O O O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '62_Finnish_SafetyOfUse'}
23db27ac-b594-4b26-883d-922d713d382a,"When installing or renovating thermal elements, the element being installed should be draught-proofed and airleakage gaps should be filled.","When installing or renovating thermal elements , the element being installed should be draught-proofed and airleakage gaps should be filled .",O B-quality O B-quality B-object I-object O O B-object B-quality I-quality O O B-quality O B-object I-object O O B-quality O,{'ID': '161_UK_DocM_V2_AccessAndUseOfBuildings'}
f7cfdf57-28f3-4d23-90bf-ec2268e14bac,"Ramps, steps, thresholds and differences in levels in passageways must be clearly indicated using lighting and surface brightness contrasts or warning signs.","Ramps , steps , thresholds and differences in levels in passageways must be clearly indicated using lighting and surface brightness contrasts or warning signs .",B-object O B-object O B-property O B-property O B-object O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '65_Finnish_SafetyOfUse'}
f27a8dbb-737a-410e-9470-fba4193c0b4f,"Air pressure tests should be performed following the guidance in the approved airtightness testing methodology, CIBSEs TM23.","Air pressure tests should be performed following the guidance in the approved airtightness testing methodology , CIBSEs TM23 .",B-object I-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '362_UK_DocM_V2_AccessAndUseOfBuildings'}
78d904cd-b605-43a6-b3a4-34c22f557123,"Instead, the dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.","Instead , the dwelling primary energy rate , dwelling emission rate and dwelling fabric energy efficiency rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround .",O O O B-property I-property I-property I-property O B-property I-property I-property O B-property I-property I-property I-property I-property O O B-quality O O O B-object B-quality I-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '84_UK_DocL_V1_ConsrvationOfFuelAndPower'}
3cc36bc1-da6a-4ebc-8d2f-2f5b6c4349b1,Supply temperature control should be provided via a variable set point with outdoor temperature compensation.,Supply temperature control should be provided via a variable set point with outdoor temperature compensation .,B-object I-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '307_UK_DocM_V2_AccessAndUseOfBuildings'}
b4754f3a-0a30-40fd-9f90-2e3d9e30d2a6,Fixed building services must be commissioned to ensure that they use no more fuel and power than is reasonable in the circumstances.,Fixed building services must be commissioned to ensure that they use no more fuel and power than is reasonable in the circumstances .,B-quality B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '371_UK_DocL_V1_ConsrvationOfFuelAndPower'}
98ef7ffc-fba9-439f-ab36-5fd6fd1d8e0f,Complex details should be avoided wherever possible.,Complex details should be avoided wherever possible .,B-quality B-object O O B-quality I-quality I-quality O,{'ID': '154_UK_DocL_V1_ConsrvationOfFuelAndPower'}
360bc9ab-1ae1-44f0-a6a3-c1110edac6a9,The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide .,O B-quality B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '465_UK_DocM_V2_AccessAndUseOfBuildings'}
a477ee34-044e-443b-a95f-fbb1da913c38,"Changing places toilets, facilities designed for individuals with complex and multiple impairments who may require the assistance of up to two assistants, should be provided in addition to any wheelchair-accessible accommodation in separate-sex toilet washrooms, wheelchair-accessible unisex toileting facilities and baby changing facilities.","Changing places toilets , facilities designed for individuals with complex and multiple impairments who may require the assistance of up to two assistants , should be provided in addition to any wheelchair-accessible accommodation in separate-sex toilet washrooms , wheelchair-accessible unisex toileting facilities and baby changing facilities .",B-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O O O O O B-quality B-object O B-quality B-object B-object O B-quality B-quality B-object I-object O B-object I-object I-object O,{'ID': '160_UK_DocM_V2_AccessAndUseOfBuildings'}
d925c189-860a-4fcb-ae88-d1cf8cc14fb8,"The tread of steps in covered or heated outdoor staircases must be no less than 300 millimetres, and the riser may be no more than 160 millimetres.","The tread of steps in covered or heated outdoor staircases must be no less than 300 millimetres , and the riser may be no more than 160 millimetres .",O B-property O B-object O B-quality I-quality I-quality B-quality B-object O O O O O B-value I-value O O O B-property O O O O O B-value I-value O,{'ID': '28_Finnish_SafetyOfUse'}
d34c0f60-8df0-4310-b5af-428c63225a6f,"After a period of non-use of at least eight hours, the water temperature may not exceed 24 degrees Celsius.","After a period of non-use of at least eight hours , the water temperature may not exceed 24 degrees Celsius .",B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-object B-property O O O B-value I-value I-value O,{'ID': '60_Finnish_Health-WaterAndSewerage'}
d713514a-9398-45a2-9584-efecff6ebcc5,Reasonable provision must be made to resist unauthorised access to (a) any dwelling; and (b) any part of a building from which access can be gained to a flat within the building.,Reasonable provision must be made to resist unauthorised access to ( a ) any dwelling ; and ( b ) any part of a building from which access can be gained to a flat within the building .,O O O O O O B-quality I-quality I-quality O O O O O B-object O O O O O O B-object O O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '4_UK_DocQ_Security_Dwellings'}
1085a40e-a3d6-48e2-85ac-8247a26f04f2,Mechanical ventilation systems must be commissioned in accordance with an approved procedure.,Mechanical ventilation systems must be commissioned in accordance with an approved procedure .,B-quality B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '35_UK_DocF_V2_Ventilation'}
3f7b1106-06a0-4c3f-a01d-e275421775ac,That background ventilators allow fresh air into the home and should be left open.,That background ventilators allow fresh air into the home and should be left open .,O B-object I-object B-quality I-quality I-quality I-quality I-quality I-quality O O O B-quality I-quality O,{'ID': '228_UK_DocF_V1_Ventilation'}
7e78bb20-5337-45b1-ad14-de356d35a020,Ventilation ductwork should be made and assembled so as to be reasonably airtight.,Ventilation ductwork should be made and assembled so as to be reasonably airtight .,B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '299_UK_DocM_V2_AccessAndUseOfBuildings'}
e7be7432-5505-47ad-b586-2a2e3f5a1a37,"If the index terminal has to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the terminals rebalanced.","If the index terminal has to be set to a significantly closed position to achieve the required air flow rate , then the fan speed should be reduced and the terminals rebalanced .",O O B-object I-object O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O B-object B-property O O B-quality O O B-object B-quality O,{'ID': '203_UK_DocF_V1_Ventilation'}
c236bc17-ef9a-4694-a34e-68a9f38ae405,"For a heat exchanger between a solar primary and secondary system, a minimum of 0.1m2 or equivalent of heat exchanger area should be provided for every 1m2 of the net absorber area of the solar collector.","For a heat exchanger between a solar primary and secondary system , a minimum of 0.1m2 or equivalent of heat exchanger area should be provided for every 1m2 of the net absorber area of the solar collector .",O O B-object I-object B-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O B-value O O O B-property I-property I-property O O O O B-quality I-quality O O B-property I-property I-property O O B-object I-object O,{'ID': '323_UK_DocL_V1_ConsrvationOfFuelAndPower'}
0da52584-1b37-48b5-840f-3795ae695275,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,the minimum clear dimensions of the platform are : 1100mm wide and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user .,O B-quality B-quality B-property O O B-object O O B-value B-property O B-value B-property O B-value B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O B-object I-object O B-quality O O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '119_UK_DocM_V2_AccessAndUseOfBuildings'}
d0927095-9e43-4ce4-a740-d5df69dc1dc3,"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.","If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow , the combined air flow is classified under category 2 .",O O B-object I-object O B-property I-property I-property B-value O B-value O B-quality I-quality I-quality I-quality I-quality O B-property B-value B-object I-object O O O O B-value O O B-quality B-object I-object O O B-quality B-object I-object O O O B-property B-value O,{'ID': '84_Finnish_Health-IndoorClimateAndVentilation'}
3c801d84-c59d-48ef-95b9-f711d22061d4,"The compartment should be fitted with support rails, and include a minimum activity space to accommodate people who use crutches, or otherwise have impaired leg movements.","The compartment should be fitted with support rails , and include a minimum activity space to accommodate people who use crutches , or otherwise have impaired leg movements .",O B-object O O B-quality I-quality I-quality I-quality O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '167_UK_DocM_V2_AccessAndUseOfBuildings'}
ec2e84a5-89bc-4c16-9a55-1965efd13981,"Wall insulation should be installed to the top of the wall plate; in some places, such as the eaves, this may be above the cavity closure or barrier.","Wall insulation should be installed to the top of the wall plate ; in some places , such as the eaves , this may be above the cavity closure or barrier .",B-object B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O B-object O O O O B-object O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '167_UK_DocL_V1_ConsrvationOfFuelAndPower'}
8364a5f1-f80e-484c-9f38-bffc6f4c1876,"Where communal parking is provided to blocks of flats, at least one standard parking bay is provided close to the communal entrance of each core of the block (or to the lift core where the parking bay is internal).","Where communal parking is provided to blocks of flats , at least one standard parking bay is provided close to the communal entrance of each core of the block ( or to the lift core where the parking bay is internal ) .",O B-quality B-object O O O B-object I-object I-object O O O B-value B-quality B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '44_UK_DocM_V1_AccessAndUseOfBuildings'}
ae098b28-f01d-44df-b601-b7ac7631101d,"On stairs and ramps, a handrail must be installed for the entire length and on both sides of the structure.","On stairs and ramps , a handrail must be installed for the entire length and on both sides of the structure .",O B-object O B-object O O B-object O O B-quality I-quality I-quality I-quality I-quality O O B-property I-property O O B-object O,{'ID': '54_Finnish_SafetyOfUse'}
2238d6ef-421b-4f84-b24d-d46c6ba2afc5,"For example, when a door is open, people with impaired sight should be able to identify the door opening within the wall, as well as the leading edge of the door.","For example , when a door is open , people with impaired sight should be able to identify the door opening within the wall , as well as the leading edge of the door .",O O O O O B-object B-quality I-quality O B-object B-quality I-quality I-quality O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '92_UK_DocM_V2_AccessAndUseOfBuildings'}
7d35f4c4-fa65-4d68-a974-f54386ca8aee,"However, a horizontal gap in a protective part must be no higher than ten millimetres.","However , a horizontal gap in a protective part must be no higher than ten millimetres .",O O O B-quality B-object O O B-object I-object O O O O O B-value I-value O,{'ID': '49_Finnish_SafetyOfUse'}
c1b2e39e-0bab-438c-8b35-c2b37e5cf93a,"Equipment should be designed, specified and installed with the aim of maximising its efficiency as installed.","Equipment should be designed , specified and installed with the aim of maximising its efficiency as installed .",B-object O O B-quality O B-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '233_UK_DocM_V2_AccessAndUseOfBuildings'}
0a53e4af-84a7-46aa-b28a-cb1d873c8cae,"The type and quality of public address, hearing enhancement and telephone systems should be chosen carefully to ensure intelligibility.","The type and quality of public address , hearing enhancement and telephone systems should be chosen carefully to ensure intelligibility .",O B-property I-property I-property O B-object I-object O B-object I-object O B-object I-object O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '151_UK_DocM_V2_AccessAndUseOfBuildings'}
a4dc06ab-99c3-4c8b-b295-eb3e6a64320a,"The free height from the ground or from the surface of a driveway or walkway of the lower edge of a structural element, device or equipment protruding from the building, such as a balcony, bay window, sign, lighting device or awning, must be at least 2.2 metres, unless the area is protected so as to prevent the danger of collision.","The free height from the ground or from the surface of a driveway or walkway of the lower edge of a structural element , device or equipment protruding from the building , such as a balcony , bay window , sign , lighting device or awning , must be at least 2.2 metres , unless the area is protected so as to prevent the danger of collision .",O B-quality B-property B-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O O B-value I-value O O O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '99_Finnish_SafetyOfUse'}
6b2f3ca5-8cea-4616-8679-438446bc6233,"Since doors are potential barriers, their use should be avoided whenever appropriate.","Since doors are potential barriers , their use should be avoided whenever appropriate .",O B-object O B-quality B-object O B-object B-property O O B-quality I-quality I-quality O,{'ID': '88_UK_DocM_V2_AccessAndUseOfBuildings'}
72b3e031-a732-4749-af3e-ffd5c635e830,Boards should be fitted to the structure to avoid any gaps between board edges and between the board facings.,Boards should be fitted to the structure to avoid any gaps between board edges and between the board facings .,B-object O O B-quality I-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '145_UK_DocL_V1_ConsrvationOfFuelAndPower'}
6efbae9b-e306-4005-8881-aed97c54e405,Leakage from a pressure sewer located in a groundwater zone shall be detectable.,Leakage from a pressure sewer located in a groundwater zone shall be detectable .,B-property O O B-object I-object O O O B-object I-object O O B-quality O,{'ID': '145_Finnish_Health-WaterAndSewerage'}
a94b6b4f-a05e-403e-bbca-ebe1b94e38a1,"The area of sloping surfaces such as staircases, galleries, raked auditoria and tiered terraces should be taken as their area on plan.","The area of sloping surfaces such as staircases , galleries , raked auditoria and tiered terraces should be taken as their area on plan .",O B-property O B-object I-object O O B-object O B-object O B-object I-object O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '470_UK_DocM_V2_AccessAndUseOfBuildings'}
fc29901a-8b5e-48a5-a569-bed57699cf72,Moisture from the foundation wall and the base floors concrete slab must not transfer harmfully to the wooden sole plates or upper wall and floor structures.,Moisture from the foundation wall and the base floors concrete slab must not transfer harmfully to the wooden sole plates or upper wall and floor structures .,B-property B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '89_Finnish_Health-Humidity'}
259c1614-77ef-4ae4-a401-83caa603e374,"The main doors for entering a dwelling (usually the front doorset) should be fitted with a multipoint locking system that meets the requirements of: PAS 3621 (key locking on both sides), or PAS 8621 (non-key locking on the internal face), or PAS 10621 (non-key locking on the internal face, but with an external locking override facility).","The main doors for entering a dwelling ( usually the front doorset ) should be fitted with a multipoint locking system that meets the requirements of : PAS 3621 ( key locking on both sides ) , or PAS 8621 ( non-key locking on the internal face ) , or PAS 10621 ( non-key locking on the internal face , but with an external locking override facility ) .",O B-object I-object B-quality I-quality I-quality I-quality O O O B-object I-object O O O O O O B-object I-object I-object O O O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '35_UK_DocQ_Security_Dwellings'}
f9f11981-2aad-4ef7-82fc-c89470ebe263,A driveway must not intersect a walkway leading to a play area.,A driveway must not intersect a walkway leading to a play area .,O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '88_Finnish_SafetyOfUse'}
e1f1aeb9-7453-4b6b-b3f1-6049d711868a,The fire performance of the external wall structure of a building no more than 56 metres in height may also be demonstrated by a fullscale test.,The fire performance of the external wall structure of a building no more than 56 metres in height may also be demonstrated by a fullscale test .,O B-property I-property O O B-quality B-object I-object O O B-object O O O B-value I-value O B-property O O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '156_Finnish_FireSafety'}
1de9d3e5-dee3-42c9-b929-80b7936f1642,The lift shall provide access to the entrance level and each level with entry to a dwelling or a space serving the use of the building.,The lift shall provide access to the entrance level and each level with entry to a dwelling or a space serving the use of the building .,O B-object O B-quality I-quality O O B-property I-property O O B-property I-property I-property O O B-object O O B-object B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '33_Finnish_Accessibility'}
aa41a5d4-c0b1-4da7-84a0-5c2e2738654f,The total number of ventilators installed in the dwellings habitable rooms and kitchens should be at least the following: Five ventilators if the dwelling has more than one bedroom.,The total number of ventilators installed in the dwellings habitable rooms and kitchens should be at least the following : Five ventilators if the dwelling has more than one bedroom .,O B-property I-property I-property I-property O O O B-object B-object I-object O B-object O O O O O O O B-value I-value O O B-object O O O B-value B-object O,{'ID': '89_UK_DocF_V1_Ventilation'}
d796dece-45f6-4527-a151-c59b007e9028,"A safe and marked access route must be reserved for pedestrians in connection with vehicle traffic and goods transport routes, doors and gates in the yards of buildings other than single-family houses, if pedestrian traffic through them is necessary.","A safe and marked access route must be reserved for pedestrians in connection with vehicle traffic and goods transport routes , doors and gates in the yards of buildings other than single-family houses , if pedestrian traffic through them is necessary .",O B-quality O B-quality B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-object I-object B-quality I-quality O B-quality O,{'ID': '132_Finnish_SafetyOfUse'}
20216261-f56d-4f79-8a46-c781abe19f04,"For new and existing buildings other than dwellings, information should be provided in a new or existing building log book.","For new and existing buildings other than dwellings , information should be provided in a new or existing building log book .",O B-quality O B-quality B-object B-quality I-quality I-quality O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '98_UK_DocF_V2_Ventilation'}
bfc84a1d-db59-4f4a-bd93-3d5f1043d11e,A notice of the measured air flow rates must be given to the building control body.,A notice of the measured air flow rates must be given to the building control body .,O B-object O O B-quality B-property I-property I-property O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '183_UK_DocF_V1_Ventilation'}
a538fc03-db66-4b31-b40f-e41754522010,The three-part form should be completed for each installation address.,The three-part form should be completed for each installation address .,O B-quality B-object O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '264_UK_DocF_V1_Ventilation'}
7ca3a924-dd3a-450e-af24-4d456d6c1b32,"Wet room waterproofing must form a whole which is impermeable on all waterproofed surfaces as well as on their seams, penetrations and joints.","Wet room waterproofing must form a whole which is impermeable on all waterproofed surfaces as well as on their seams , penetrations and joints .",B-object I-object B-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '113_Finnish_Health-Humidity'}
0d8c2f7d-5234-4bec-bbbe-961e499ebbbc,"A proportion of the sleeping accommodation in hotels, motels and student accommodation should be designed for independent use by wheelchair users.","A proportion of the sleeping accommodation in hotels , motels and student accommodation should be designed for independent use by wheelchair users .",O B-property O O B-object I-object O B-object O B-object O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '129_UK_DocM_V2_AccessAndUseOfBuildings'}
