id,text,text-fixed
320_UK_UK_Approved_Document_A,Rules of measurement for heights of walls and storeys: The height of a wall or a storey should be measured in accordance with the rules in Diagram 8.,Rules of measurement for heights of walls and storeys: The height of a wall or a storey should be measured in accordance with the rules in Diagram 8.
322_UK_UK_Approved_Document_A,Wall ties: Wall ties should comply with BS EN 845-1 and should be material references 1 or 3 in BS EN 845-1 Table A1 austenitic stainless steel.,Wall ties: Wall ties should comply with BS EN 845-1 and should be material references 1 or 3 in BS EN 845-1 Table A1 austenitic stainless steel.
323_UK_UK_Approved_Document_A,Wall ties should be selected in accordance with Table 5 of this Approved Document.,Wall ties should be selected in accordance with Table 5 of this Approved Document.
325_UK_UK_Approved_Document_A,Masonry units: Walls should be properly bonded and solidly put together with mortar and constructed of masonry units conforming to:,Masonry units: Walls should be properly bonded and solidly put together with mortar and constructed of masonry units conforming to:
326_UK_UK_Approved_Document_A,clay bricks or blocks to BS EN 771-1;,clay bricks or blocks to BS EN 771-1;
327_UK_UK_Approved_Document_A,calcium silicate bricks or blocks to BS EN 771-2;,calcium silicate bricks or blocks to BS EN 771-2;
329_UK_UK_Approved_Document_A,manufactured stone to BS EN 771-5;,manufactured stone to BS EN 771-5;
330_UK_UK_Approved_Document_A,square dressed natural stone to the appropriate requirements described in BS EN 771-6.,square dressed natural stone to the appropriate requirements described in BS EN 771-6.
331_UK_UK_Approved_Document_A,"Compressive strength of masonry units: Minimum compressive strength requirements for masonry units according to BS EN Standards are given in Diagram 9, where the masonry units indicated for Conditions A, B and C should have declared compressive strengths of not less than the values given in Table 6.","Compressive strength of masonry units: Minimum compressive strength requirements for masonry units according to BS EN Standards are given in Diagram 9, where the masonry units indicated for Conditions A, B and C should have declared compressive strengths of not less than the values given in Table 6."
332_UK_UK_Approved_Document_A,Normalised compressive strengths for block sized clay and calcium silicate masonry units not complying with brick dimensional format are given in Table 7.,Normalised compressive strengths for block sized clay and calcium silicate masonry units not complying with brick dimensional format are given in Table 7.
355_UK_UK_Approved_Document_A,Note: A more detailed approach for obtaining Factor O is given by Figure 3 Diagram 6.,Note: A more detailed approach for obtaining Factor O is given by Figure 3 Diagram 6.
454_UK_UK_Approved_Document_A,zone for the site from Figure 2 Diagram 6 and,zone for the site from Figure 2 Diagram 6 and
462_UK_UK_Approved_Document_A,of Factor S from:,of Factor S from:
607_UK_UK_Approved_Document_A,"Notes: Table a – Outside of the zones shown in Table a, Factor O = 1.0.","Notes: Table a – Outside of the zones shown in Table a, Factor O = 1.0."
609_UK_UK_Approved_Document_A,"obtained by using the altitude at the base of the topographic feature instead of the altitude at the site, Table c – see Figure 2 Diagram 6 or, alternatively, Figure 3 Diagram 6.","For elevated sites where orography is significant a more accurate assessment of Factor A can be obtained by using the altitude at the base of the topographic feature instead of the altitude at the site, Table c – see Figure 2 Diagram 6 or, alternatively, Figure 3 Diagram 6."
610_UK_UK_Approved_Document_A,Sites in town less than 300m from the edge of the town should be assumed to be in country terrain.,Sites in town less than 300m from the edge of the town should be assumed to be in country terrain.
612_UK_UK_Approved_Document_A,"direction, the distance to the coast should be taken as < 2km.","Where a site is closer than 1km to an inland area of water which extends more than 1km in the wind direction, the distance to the coast should be taken as < 2km."
613_UK_UK_Approved_Document_A,Interpolation may be used in Tables b and c.,Interpolation may be used in Tables b and c.
621_UK_UK_Approved_Document_A,"Type 1, 2, 3 or 4 to BSI PD 6697:2010 and selected on the basis of the design loading and design cavity width.","Type 1, 2, 3 or 4 to BSI PD 6697:2010 and selected on the basis of the design loading and design cavity width."
640_UK_UK_Approved_Document_A,Where face insulated blocks are used the cavity width should be measured from the face of the masonry unit.,Where face insulated blocks are used the cavity width should be measured from the face of the masonry unit.
641_UK_UK_Approved_Document_A,The embedment depth of the tie should not be less than 50mm in both leaves.,The embedment depth of the tie should not be less than 50mm in both leaves.
642_UK_UK_Approved_Document_A,For cavities wider than 175mm calculate the length as the nominal cavity width plus 125mm and select the nearest stock length.,For cavities wider than 175mm calculate the length as the nominal cavity width plus 125mm and select the nearest stock length.
643_UK_UK_Approved_Document_A,"For wall ties requiring embedment depths in excess of 50mm, increase the calculated tie length accordingly.","For wall ties requiring embedment depths in excess of 50mm, increase the calculated tie length accordingly."
646_UK_UK_Approved_Document_A,Aggregate concrete masonry units to aerated conc.,Aggregate concrete masonry units to aerated conc.
661_UK_UK_Approved_Document_A,This table applies to Group 1 and Group 2 units.,This table applies to Group 1 and Group 2 units.
727_UK_UK_Approved_Document_A,For the EN 771 series of standards for masonry units the values of declared compressive strengths (N/mm²) given in Table 6 are mean values.,For the EN 771 series of standards for masonry units the values of declared compressive strengths (N/mm²) given in Table 6 are mean values.
728_UK_UK_Approved_Document_A,Brick: a masonry unit having work sizes not exceeding 337.5mm in length or 112.5mm in height.,Brick: a masonry unit having work sizes not exceeding 337.5mm in length or 112.5mm in height.
729_UK_UK_Approved_Document_A,Block: a masonry unit exceeding either of the limiting work sizes of a brick and with a minimum height of 190mm.,Block: a masonry unit exceeding either of the limiting work sizes of a brick and with a minimum height of 190mm.
730_UK_UK_Approved_Document_A,"For blocks with smaller heights, excluding cuts or make up units, the strength requirements are as for brick except for solid external walls where the blocks should have a compressive strength at least equal to that shown for block for an inner leaf of a cavity wall in the same position.","For blocks with smaller heights, excluding cuts or make up units, the strength requirements are as for brick except for solid external walls where the blocks should have a compressive strength at least equal to that shown for block for an inner leaf of a cavity wall in the same position."
731_UK_UK_Approved_Document_A,Group 1 masonry units have not more than 25% formed voids (20% for frogged bricks).,Group 1 masonry units have not more than 25% formed voids (20% for frogged bricks).
732_UK_UK_Approved_Document_A,"Group 2 masonry units have formed voids greater than 25%, but not more than 55%.","Group 2 masonry units have formed voids greater than 25%, but not more than 55%."
754_UK_UK_Approved_Document_A,Values in this table are normalised compressive strengths (N/mm²).,Values in this table are normalised compressive strengths (N/mm²).
755_UK_UK_Approved_Document_A,Compressive strengths of masonry units should be derived according to EN 772-1.,Compressive strengths of masonry units should be derived according to EN 772-1.
756_UK_UK_Approved_Document_A,The table applies to clay and calcium silicate block masonry units where the work size exceeds 337.5mm in length or 112.5mm in height.,The table applies to clay and calcium silicate block masonry units where the work size exceeds 337.5mm in length or 112.5mm in height.
757_UK_UK_Approved_Document_A,Group 1 masonry units have not more than 25% formed voids (20% for frogged bricks).,Group 1 masonry units have not more than 25% formed voids (20% for frogged bricks).
758_UK_UK_Approved_Document_A,"Group 2 masonry units have formed voids greater than 25%, but not more than 55%.","Group 2 masonry units have formed voids greater than 25%, but not more than 55%."
759_UK_UK_Approved_Document_A,Mortar: Mortar should be:,Mortar: Mortar should be:
760_UK_UK_Approved_Document_A,one of the following:,one of the following:
761_UK_UK_Approved_Document_A,Mortar designation (iii) according to BS EN 1996-1-1:2005 with its UK National Annex;,Mortar designation (iii) according to BS EN 1996-1-1:2005 with its UK National Annex;
762_UK_UK_Approved_Document_A,Strength class M4 according to BS EN 998-2:2010;,Strength class M4 according to BS EN 998-2:2010;
763_UK_UK_Approved_Document_A,"1:1:5 to 6 CEM I, lime, and fine aggregate measured by volume of dry materials, or","1:1:5 to 6 CEM I, lime, and fine aggregate measured by volume of dry materials, or"
764_UK_UK_Approved_Document_A,of equivalent or greater strength and durability to the specifications in a. above.,of equivalent or greater strength and durability to the specifications in a. above.
766_UK_UK_Approved_Document_A,Maximum span of floors: The maximum span for any floor supported by a wall is 6m where the span is measured centre to centre of bearing (see Diagram 10).,Maximum span of floors: The maximum span for any floor supported by a wall is 6m where the span is measured centre to centre of bearing (see Diagram 10).
767_UK_UK_Approved_Document_A,Other loading conditions:,Other loading conditions:
768_UK_UK_Approved_Document_A,Vertical loading on walls should be distributed.,Vertical loading on walls should be distributed.
769_UK_UK_Approved_Document_A,"This may be assumed for concrete floor slabs, precast concrete floors, and timber floors designed in accordance with section 2B, and where the bearing length for lintels is 150mm or greater.","This may be assumed for concrete floor slabs, precast concrete floors, and timber floors designed in accordance with section 2B, and where the bearing length for lintels is 150mm or greater."
770_UK_UK_Approved_Document_A,Where a lintel has a clear span of 1200mm or less the bearing length may be reduced to 100mm.,Where a lintel has a clear span of 1200mm or less the bearing length may be reduced to 100mm.
771_UK_UK_Approved_Document_A,Differences in level of ground or other solid construction between one side of the wall and the other should be less than 4 times the thickness of the wall as shown in Diagram 11.,Differences in level of ground or other solid construction between one side of the wall and the other should be less than 4 times the thickness of the wall as shown in Diagram 11.
772_UK_UK_Approved_Document_A,The combined dead and imposed load should not exceed 70kN/m at base of wall (see Diagram 11).,The combined dead and imposed load should not exceed 70kN/m at base of wall (see Diagram 11).
773_UK_UK_Approved_Document_A,"Walls should not be subjected to lateral load other than from wind, and that covered by paragraph 2C24(b).","Walls should not be subjected to lateral load other than from wind, and that covered by paragraph 2C24(b)."
778_UK_UK_Approved_Document_A,"The ends of every wall should be bonded or otherwise securely tied throughout their full height to a buttressing wall, pier or chimney.","The ends of every wall should be bonded or otherwise securely tied throughout their full height to a buttressing wall, pier or chimney."
779_UK_UK_Approved_Document_A,"Long walls may be provided with intermediate buttressing walls, piers or chimneys dividing the wall into distinct lengths within each storey; each distinct length is a supported wall for the purposes of this section.","Long walls may be provided with intermediate buttressing walls, piers or chimneys dividing the wall into distinct lengths within each storey; each distinct length is a supported wall for the purposes of this section."
780_UK_UK_Approved_Document_A,"The intermediate buttressing walls, piers or chimneys should provide lateral restraint to the full height of the supported wall, but they may be staggered at each storey.","The intermediate buttressing walls, piers or chimneys should provide lateral restraint to the full height of the supported wall, but they may be staggered at each storey."
782_UK_UK_Approved_Document_A,If the buttressing wall is not itself a supported wall its thickness T2 should not be less than:,If the buttressing wall is not itself a supported wall its thickness T2 should not be less than:
792_UK_UK_Approved_Document_A,half the thickness required by this section for an external or separating wall of similar height and length less 5mm; or,half the thickness required by this section for an external or separating wall of similar height and length less 5mm; or
793_UK_UK_Approved_Document_A,75mm if the wall forms part of a dwelling house and does not exceed 6m in total height and 10m in length; and,75mm if the wall forms part of a dwelling house and does not exceed 6m in total height and 10m in length; and
794_UK_UK_Approved_Document_A,90mm in other cases.,90mm in other cases.
795_UK_UK_Approved_Document_A,"The length of the buttressing wall should be at least 1/6 of the overall height of the supported wall and be bonded or securely tied to the supporting wall and at the other end to a buttressing wall, pier or chimney.","The length of the buttressing wall should be at least 1/6 of the overall height of the supported wall and be bonded or securely tied to the supporting wall and at the other end to a buttressing wall, pier or chimney."
796_UK_UK_Approved_Document_A,The size of any opening in the buttressing wall should be restricted as shown in Diagram 12.,The size of any opening in the buttressing wall should be restricted as shown in Diagram 12.
797_UK_UK_Approved_Document_A,Design criteria for piers and chimneys providing restraint:,Design criteria for piers and chimneys providing restraint:
798_UK_UK_Approved_Document_A,"piers should measure at least 3 times the thickness of the supported wall and chimneys twice the thickness, measured at right angles to the wall.","piers should measure at least 3 times the thickness of the supported wall and chimneys twice the thickness, measured at right angles to the wall."
799_UK_UK_Approved_Document_A,Piers should have a minimum width of 190mm (see Diagram 13);,Piers should have a minimum width of 190mm (see Diagram 13);
800_UK_UK_Approved_Document_A,"the sectional area on plan of chimneys (excluding openings for fireplaces and flues) should be not less than the area required for a pier in the same wall, and the overall thickness should not be less than twice the required thickness of the supported wall (see Diagram 13).","the sectional area on plan of chimneys (excluding openings for fireplaces and flues) should be not less than the area required for a pier in the same wall, and the overall thickness should not be less than twice the required thickness of the supported wall (see Diagram 13)."
803_UK_UK_Approved_Document_A,"The number, size and position of openings and recesses should not impair the stability of a wall or the lateral restraint afforded by a buttressing wall to a supported wall.","The number, size and position of openings and recesses should not impair the stability of a wall or the lateral restraint afforded by a buttressing wall to a supported wall."
804_UK_UK_Approved_Document_A,Construction over openings and recesses should be adequately supported.,Construction over openings and recesses should be adequately supported.
809_UK_UK_Approved_Document_A,Dimensional criteria for openings and recesses:,Dimensional criteria for openings and recesses:
810_UK_UK_Approved_Document_A,The dimensional criteria are given in Diagram 14 and Table 8.,The dimensional criteria are given in Diagram 14 and Table 8.
811_UK_UK_Approved_Document_A,"No openings should be provided in walls below ground floor except for small holes for services and ventilation, etc. which should be limited to a maximum area of 0.1m² at not less than 2m centres.","No openings should be provided in walls below ground floor except for small holes for services and ventilation, etc. which should be limited to a maximum area of 0.1m² at not less than 2m centres."
813_UK_UK_Approved_Document_A,"vertical chases should not be deeper than 1/3 of the wall thickness or, in cavity walls, 1/3 of the thickness of the leaf;","vertical chases should not be deeper than 1/3 of the wall thickness or, in cavity walls, 1/3 of the thickness of the leaf;"
814_UK_UK_Approved_Document_A,horizontal chases should not be deeper than 1/6 of the thickness of the leaf of the wall;,horizontal chases should not be deeper than 1/6 of the thickness of the leaf of the wall;
815_UK_UK_Approved_Document_A,"chases should not be so positioned as to impair the stability of the wall, particularly where hollow blocks are used.","chases should not be so positioned as to impair the stability of the wall, particularly where hollow blocks are used."
817_UK_UK_Approved_Document_A,The amount of any projection should not impair the stability of the wall.,The amount of any projection should not impair the stability of the wall.
819_UK_UK_Approved_Document_A,"A wall in each storey of a building should extend to the full height of that storey, and have horizontal lateral supports to restrict movement of the wall at right angles to its plane.","A wall in each storey of a building should extend to the full height of that storey, and have horizontal lateral supports to restrict movement of the wall at right angles to its plane."
820_UK_UK_Approved_Document_A,Floors and roofs should:,Floors and roofs should:
821_UK_UK_Approved_Document_A,"act to transfer lateral forces from walls to buttressing walls, piers or chimneys; and","act to transfer lateral forces from walls to buttressing walls, piers or chimneys; and"
822_UK_UK_Approved_Document_A,be secured to the supported wall by connections specified in paragraphs 2C34 and 2C35.,be secured to the supported wall by connections specified in paragraphs 2C34 and 2C35.
824_UK_UK_Approved_Document_A,"Walls should be strapped to floors above ground level, at intervals not exceeding 2m and as shown in Diagram 15, by tension straps conforming to BS EN 845-1.","Walls should be strapped to floors above ground level, at intervals not exceeding 2m and as shown in Diagram 15, by tension straps conforming to BS EN 845-1."
830_UK_UK_Approved_Document_A,"Take the value of the Factor X from Table 8, or it can be given the value 6, provided the declared compressive strength of the bricks or blocks (in the case of a cavity wall – in the loaded leaf) is not less than 7.3N/mm2.","Take the value of the Factor X from Table 8, or it can be given the value 6, provided the declared compressive strength of the bricks or blocks (in the case of a cavity wall – in the loaded leaf) is not less than 7.3N/mm2."
856_UK_UK_Approved_Document_A,specifications including material references 1 or 3 (austenitic stainless steel).,specifications including material references 1 or 3 (austenitic stainless steel).
857_UK_UK_Approved_Document_A,The declared tensile strength of tension straps should not be less than 8kN.,The declared tensile strength of tension straps should not be less than 8kN.
858_UK_UK_Approved_Document_A,"Tension straps need not be provided: a. in the longitudinal direction of joists in houses of not more than 2 storeys, if the joists are at not more than 1.2m centres and have at least 90mm bearing on the supported walls or 75mm bearing on a timber wall-plate at each end, and b. in the longitudinal direction of joists in houses of not more than 2 storeys, if the joists are carried on the supported wall by joist hangers in accordance with BS EN 845-1 of the restraint type described by additional guidance given in BSI Published Document PD 6697:2010 and shown in Diagram 15(c), and are incorporated at not more than 2m centres, and",Tension straps need not be provided:
858.1_UK_UK_Approved_Document_A,,"in the longitudinal direction of joists in houses of not more than 2 storeys, if the joists are at not more than 1.2m centres and have at least 90mm bearing on the supported walls or 75mm bearing on a timber wall-plate at each end, and"
858.2_UK_UK_Approved_Document_A,,"in the longitudinal direction of joists in houses of not more than 2 storeys, if the joists are carried on the supported wall by joist hangers in accordance with BS EN 845-1 of the restraint type described by additional guidance given in BSI Published Document PD 6697:2010 and shown in Diagram 15(c), and are incorporated at not more than 2m centres, and"
859_UK_UK_Approved_Document_A,"when a concrete floor has at least 90mm bearing on the supported wall (see Diagram 15(d)), and","when a concrete floor has at least 90mm bearing on the supported wall (see Diagram 15(d)), and"
860_UK_UK_Approved_Document_A,"where floors are at or about the same level on each side of a supported wall, and contact between the floors and wall is either continuous or at intervals not exceeding 2m. Where contact is intermittent, the points of contact should be in line or nearly in line on plan (see Diagram 15(e)).","where floors are at or about the same level on each side of a supported wall, and contact between the floors and wall is either continuous or at intervals not exceeding 2m. Where contact is intermittent, the points of contact should be in line or nearly in line on plan (see Diagram 15(e))."
861_UK_UK_Approved_Document_A,Gable walls should be strapped to roofs as shown in Diagram 16(a) and (b) by tension straps as described in 2C35.,Gable walls should be strapped to roofs as shown in Diagram 16(a) and (b) by tension straps as described in 2C35.
862_UK_UK_Approved_Document_A,Vertical strapping at least 1m in length should be provided at eaves level at intervals not exceeding 2m as shown in Diagram 16(c) and (d).,Vertical strapping at least 1m in length should be provided at eaves level at intervals not exceeding 2m as shown in Diagram 16(c) and (d).
863_UK_UK_Approved_Document_A,Vertical strapping may be omitted if the roof:,Vertical strapping may be omitted if the roof:
864_UK_UK_Approved_Document_A,"has a pitch of 15° or more, and","has a pitch of 15° or more, and"
865_UK_UK_Approved_Document_A,"is tiled or slated, and","is tiled or slated, and"
866_UK_UK_Approved_Document_A,"is of a type known by local experience to be resistant to wind gusts, and","is of a type known by local experience to be resistant to wind gusts, and"
867_UK_UK_Approved_Document_A,has main timber members spanning onto the supported wall at not more than 1.2m centres.,has main timber members spanning onto the supported wall at not more than 1.2m centres.
873_UK_UK_Approved_Document_A,"Where an opening in a floor or roof for a stairway or the like adjoins a supported wall and interrupts the continuity of lateral support, the following conditions should be satisfied for the purposes of Section 2C:","Where an opening in a floor or roof for a stairway or the like adjoins a supported wall and interrupts the continuity of lateral support, the following conditions should be satisfied for the purposes of Section 2C:"
874_UK_UK_Approved_Document_A,"the maximum permitted length of the opening is to be 3m, measured parallel to the supported wall, and","the maximum permitted length of the opening is to be 3m, measured parallel to the supported wall, and"
875_UK_UK_Approved_Document_A,"where a connection is provided by means other than by anchor, this should be provided throughout the length of each portion of the wall situated on each side of the opening, and","where a connection is provided by means other than by anchor, this should be provided throughout the length of each portion of the wall situated on each side of the opening, and"
876_UK_UK_Approved_Document_A,"where a connection is provided by mild steel anchors, these should be spaced closer than 2m on each side of the opening to provide the same number of anchors as if there were no opening, and","where a connection is provided by mild steel anchors, these should be spaced closer than 2m on each side of the opening to provide the same number of anchors as if there were no opening, and"
877_UK_UK_Approved_Document_A,there should be no other interruption of lateral support.,there should be no other interruption of lateral support.
881_UK_UK_Approved_Document_A,The guidance given applies in the following circumstances:,The guidance given applies in the following circumstances:
882_UK_UK_Approved_Document_A,The floor area of the building or annexe does not exceed 36m².,The floor area of the building or annexe does not exceed 36m².
883_UK_UK_Approved_Document_A,The walls are solidly constructed in brickwork or blockwork using materials which comply with paragraphs 2C19 to 2C22.,The walls are solidly constructed in brickwork or blockwork using materials which comply with paragraphs 2C19 to 2C22.
884_UK_UK_Approved_Document_A,Where the floor area of the building or annexe exceeds 10m² the walls have a mass of not less than 130kg/m².,Where the floor area of the building or annexe exceeds 10m² the walls have a mass of not less than 130kg/m².
885_UK_UK_Approved_Document_A,Note: There is no surface mass limitation recommended for floor areas of 10m² or less.,Note: There is no surface mass limitation recommended for floor areas of 10m² or less.
886_UK_UK_Approved_Document_A,Access to the roof is only for the purposes of maintenance and repair.,Access to the roof is only for the purposes of maintenance and repair.
887_UK_UK_Approved_Document_A,The only lateral loads are wind loads.,The only lateral loads are wind loads.
892_UK_UK_Approved_Document_A,The maximum length or width of the building or annexe does not exceed 9m.,The maximum length or width of the building or annexe does not exceed 9m.
893_UK_UK_Approved_Document_A,Published Document PD 6693-1:2012 or BS 8103-3:2009.,Published Document PD 6693-1:2012 or BS 8103-3:2009.
894_UK_UK_Approved_Document_A,The height of the building or annexe does not exceed the lower value derived from Diagram 2.,The height of the building or annexe does not exceed the lower value derived from Diagram 2.
895_UK_UK_Approved_Document_A,"The roof is braced at rafter level, horizontally at eaves level and at the base of any gable by roof decking, rigid sarking or diagonal timber bracing, as appropriate, in accordance with BS EN 1995-1-1:2004 with its UK National Annex and additional guidance given in BSI i. Walls are tied to the roof structure vertically and horizontally in accordance with paragraphs 2C32 to 2C36 and with horizontal lateral restraint at roof level in accordance with paragraph (iv) below.","The roof is braced at rafter level, horizontally at eaves level and at the base of any gable by roof decking, rigid sarking or diagonal timber bracing, as appropriate, in accordance with BS EN 1995-1-1:2004 with its UK National Annex and additional guidance given in BSI i. Walls are tied to the roof structure vertically and horizontally in accordance with paragraphs 2C32 to 2C36 and with horizontal lateral restraint at roof level in accordance with paragraph (iv) below."
896_UK_UK_Approved_Document_A,The roof structure of an annexe is secured to the structure of the main building at both rafter and eaves level.,The roof structure of an annexe is secured to the structure of the main building at both rafter and eaves level.
902_UK_UK_Approved_Document_A,One or two major openings not more than 2.1m in height are permitted in one wall of the building or annexe only.,One or two major openings not more than 2.1m in height are permitted in one wall of the building or annexe only.
903_UK_UK_Approved_Document_A,The width of a single opening or the combined width of two openings should not exceed 5m.,The width of a single opening or the combined width of two openings should not exceed 5m.
904_UK_UK_Approved_Document_A,The only other openings permitted in a building or annexe are for windows and a single leaf door.,The only other openings permitted in a building or annexe are for windows and a single leaf door.
905_UK_UK_Approved_Document_A,The size and location of these openings should be in accordance with Diagram 17.,The size and location of these openings should be in accordance with Diagram 17.
907_UK_UK_Approved_Document_A,The walls should have a minimum thickness of 90mm.,The walls should have a minimum thickness of 90mm.
912_UK_UK_Approved_Document_A,Walls which do not contain a major opening but exceed 2.5m in length or height should be bonded or tied to piers for their full height at not more than 3m centres as shown in Diagram 18a.,Walls which do not contain a major opening but exceed 2.5m in length or height should be bonded or tied to piers for their full height at not more than 3m centres as shown in Diagram 18a.
913_UK_UK_Approved_Document_A,Walls which contain one or two major openings should in addition have piers as shown in Diagrams 18b and 18c.,Walls which contain one or two major openings should in addition have piers as shown in Diagrams 18b and 18c.
914_UK_UK_Approved_Document_A,"Where ties are used to connect piers to walls they should be flat, 20mm x 3mm in cross section, be in stainless steel in accordance with paragraph 2C19, be placed in pairs and be spaced at not more than 300mm centre vertically.","Where ties are used to connect piers to walls they should be flat, 20mm x 3mm in cross section, be in stainless steel in accordance with paragraph 2C19, be placed in pairs and be spaced at not more than 300mm centre vertically."
916_UK_UK_Approved_Document_A,"Walls should be tied horizontally at no more than 2m centres to the roof structure at eaves level, base of gables and along roof slopes as shown in Diagram 19 with straps fixed in accordance with paragraphs 2C35 and 2C36.","Walls should be tied horizontally at no more than 2m centres to the roof structure at eaves level, base of gables and along roof slopes as shown in Diagram 19 with straps fixed in accordance with paragraphs 2C35 and 2C36."
917_UK_UK_Approved_Document_A,Where straps cannot pass through a wall they should be adequately secured to the masonry using suitable fixings.,Where straps cannot pass through a wall they should be adequately secured to the masonry using suitable fixings.
918_UK_UK_Approved_Document_A,Isolated columns should also be tied to the roof structure (see Diagram 19).,Isolated columns should also be tied to the roof structure (see Diagram 19).
923_UK_UK_Approved_Document_A,"Where a chimney is not adequately supported by ties or securely restrained in any way, its height if measured from the highest point of intersection with the roof surface, gutter, etc. should not exceed 4.5W, provided the density of the masonry is greater than 1500kg/m3, where:","Where a chimney is not adequately supported by ties or securely restrained in any way, its height if measured from the highest point of intersection with the roof surface, gutter, etc. should not exceed 4.5W, provided the density of the masonry is greater than 1500kg/m3, where:"
924_UK_UK_Approved_Document_A,"W is the least horizontal dimension of the chimney measured at the same point of intersection, and","W is the least horizontal dimension of the chimney measured at the same point of intersection, and"
925_UK_UK_Approved_Document_A,H is measured to the top of any chimney pot or other flue terminal (see Diagram 20).,H is measured to the top of any chimney pot or other flue terminal (see Diagram 20).
939_UK_UK_Approved_Document_A,There should not be:,There should not be:
940_UK_UK_Approved_Document_A,non-engineered fill (as described in BRE Digest 427) or wide variation in ground conditions within the loaded area; nor,non-engineered fill (as described in BRE Digest 427) or wide variation in ground conditions within the loaded area; nor
941_UK_UK_Approved_Document_A,weaker or more compressible ground at such a depth below the foundation as could impair the stability of the structure.,weaker or more compressible ground at such a depth below the foundation as could impair the stability of the structure.
943_UK_UK_Approved_Document_A,The following design provisions relate to foundations:,The following design provisions relate to foundations:
944_UK_UK_Approved_Document_A,the foundations should be situated centrally under the wall;,the foundations should be situated centrally under the wall;
945_UK_UK_Approved_Document_A,for foundations in chemically aggressive soil conditions guidance in BS 8500-1 and BRE Special Digest 1 should be followed.,for foundations in chemically aggressive soil conditions guidance in BS 8500-1 and BRE Special Digest 1 should be followed.
946_UK_UK_Approved_Document_A,"In non-aggressive soils, concrete should be composed of Portland cement to BS EN 197-1 and -2 and fine and coarse aggregate conforming to BS EN 12620 and the mix should comply with one of the following recommendations:","In non-aggressive soils, concrete should be composed of Portland cement to BS EN 197-1 and -2 and fine and coarse aggregate conforming to BS EN 12620 and the mix should comply with one of the following recommendations:"
947_UK_UK_Approved_Document_A,in proportion of 50kg of Portland cement to not more than 200kg (0.1m3) of fine aggregate and 400kg (0.2m3) of coarse aggregate; or,in proportion of 50kg of Portland cement to not more than 200kg (0.1m3) of fine aggregate and 400kg (0.2m3) of coarse aggregate; or
948_UK_UK_Approved_Document_A,grade ST2 or grade GEN I concrete to BS 8500-2;,grade ST2 or grade GEN I concrete to BS 8500-2;
949_UK_UK_Approved_Document_A,"minimum thickness T of concrete foundation should be 150mm or P, whichever is the greater, where P is derived using Table 10 and Diagram 23.","minimum thickness T of concrete foundation should be 150mm or P, whichever is the greater, where P is derived using Table 10 and Diagram 23."
950_UK_UK_Approved_Document_A,Trench fill foundations may be used as an acceptable alternative to strip foundations;,Trench fill foundations may be used as an acceptable alternative to strip foundations;
951_UK_UK_Approved_Document_A,"foundations stepped on elevation should overlap by twice the height of the step, by the thickness of the foundation, or 300mm, whichever is greater (see Diagram 21).","foundations stepped on elevation should overlap by twice the height of the step, by the thickness of the foundation, or 300mm, whichever is greater (see Diagram 21)."
952_UK_UK_Approved_Document_A,"For trench fill foundations the overlap should be twice the height of the step or 1m, whichever is greater;","For trench fill foundations the overlap should be twice the height of the step or 1m, whichever is greater;"
953_UK_UK_Approved_Document_A,steps in foundations should not be of greater height than the thickness of the foundation (see Diagram 21);,steps in foundations should not be of greater height than the thickness of the foundation (see Diagram 21);
954_UK_UK_Approved_Document_A,"foundations for piers, buttresses and chimneys should project as indicated in Diagram 22 and the projection X should never be less than the value of P where there is no local thickening of the wall.","foundations for piers, buttresses and chimneys should project as indicated in Diagram 22 and the projection X should never be less than the value of P where there is no local thickening of the wall."
956_UK_UK_Approved_Document_A,The recommended minimum widths of foundations given in Table 10 may be used.,The recommended minimum widths of foundations given in Table 10 may be used.
966_UK_UK_Approved_Document_A,II Gravel or sand Medium dense Requires pick for excavation.,II Gravel or sand Medium dense Requires pick for excavation.
982_UK_UK_Approved_Document_A,Can be excavated with a spade.,Can be excavated with a spade.
985_UK_UK_Approved_Document_A,Finger pushed in up to 10mm 450 650 Note:,Finger pushed in up to 10mm 450 650 Note:
989_UK_UK_Approved_Document_A,total load exceeds 30kN/m.,total load exceeds 30kN/m.
991_UK_UK_Approved_Document_A,The table is applicable only within the strict terms of the criteria described within it.,The table is applicable only within the strict terms of the criteria described within it.
993_UK_UK_Approved_Document_A,"Except where strip foundations are founded on rock, the strip foundations should have a minimum depth of 0.45m to their underside to avoid the action of frost.","Except where strip foundations are founded on rock, the strip foundations should have a minimum depth of 0.45m to their underside to avoid the action of frost."
994_UK_UK_Approved_Document_A,"This depth, however, will commonly need to be increased in areas subject to long periods of frost or in order to transfer the loading onto satisfactory ground.","This depth, however, will commonly need to be increased in areas subject to long periods of frost or in order to transfer the loading onto satisfactory ground."
995_UK_UK_Approved_Document_A,"In clay soils subject to volume change on drying (‘shrinkable clays’, with Modified Plasticity Index greater than or equal to 10%), strip foundations should be taken to a depth where anticipated ground movements will not impair the stability of any part of the building taking due consideration of the influence of vegetation and trees on the ground.","In clay soils subject to volume change on drying (‘shrinkable clays’, with Modified Plasticity Index greater than or equal to 10%), strip foundations should be taken to a depth where anticipated ground movements will not impair the stability of any part of the building taking due consideration of the influence of vegetation and trees on the ground."
