example_id,tagged_sentence,relation_type
50e89a86-e2be-439d-b230-79274cd7199b_11,Modular and portable buildings with a planned <e1>domestic  hot  water cylinder heat loss</e1> of more than <e2>8 per cent (1:12.5)</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_0,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>20 litres per second</e1> in <e2>air flow resistance</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_1,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>2</e1> in <e2>luminous efficacy</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_2,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>50 m2</e1> in <e2>means</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_3,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>one per 100m2</e1> in <e2>category</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_4,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>half a metre</e1> in <e2>heat</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_5,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>55</e1> in <e2>heat exchanger area</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_6,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>B</e1> in <e2>illuminance</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_7,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>9mm</e1> in <e2>design temperature difference</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_8,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>190 kN</e1> in <e2>Air permeability</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_9,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>01:08:00</e1> in <e2>lengths</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_10,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>0.8 metres</e1> in <e2>maintained</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
5577528f-8fa0-4ca3-96f6-ea418091cb86_11,The side edges of stairs and landings must be fitted with a raised camber to prevent slipping over the edge if a cube measuring more than <e1>55 degrees Celsius</e1> in <e2>specification</e2> is able to pass through the opening between the plane level and the handrail or wall.,greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_0,"For ducted systems that are served by fans with a <e1>prevailing wind direction</e1> greater than <e2>40</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_1,"For ducted systems that are served by fans with a <e1>energy efficiency</e1> greater than <e2>25mm</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_2,"For ducted systems that are served by fans with a <e1>total useful floor area</e1> greater than <e2>200 Watts per room</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_3,"For ducted systems that are served by fans with a <e1>elevation difference</e1> greater than <e2>3</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_4,"For ducted systems that are served by fans with a <e1>continuity</e1> greater than <e2>21 C</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_5,"For ducted systems that are served by fans with a <e1>Capacities</e1> greater than <e2>01:08:00</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_6,"For ducted systems that are served by fans with a <e1>entry</e1> greater than <e2>2</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_7,"For ducted systems that are served by fans with a <e1>service</e1> greater than <e2>One</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_8,"For ducted systems that are served by fans with a <e1>heating plant emission rate</e1> greater than <e2>850 millimetres</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_9,"For ducted systems that are served by fans with a <e1>annual percentage of heat</e1> greater than <e2>0.136kgCO2/kWh</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_10,"For ducted systems that are served by fans with a <e1>ending</e1> greater than <e2>1,500  millimetres</e2>, ductwork leakage tests should be carried out.",greater
569c7958-b7d6-4b9c-9dd9-13307e95e59b_11,"For ducted systems that are served by fans with a <e1>Unit length</e1> greater than <e2>600 millimetres</e2>, ductwork leakage tests should be carried out.",greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_0,Storage premises with a <e1>inaccuracies</e1> exceeding <e2>90mm</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_1,Storage premises with a <e1>control capabilities</e1> exceeding <e2>One</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_2,Storage premises with a <e1>performance standards</e1> exceeding <e2>01:20:00</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_3,Storage premises with a <e1>area</e1> exceeding <e2>900mm</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_4,Storage premises with a <e1>quality of the installation</e1> exceeding <e2>2.4 metres</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_5,Storage premises with a <e1>primary energy content</e1> exceeding <e2>B</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_6,Storage premises with a <e1>constraints</e1> exceeding <e2>900 millimetres</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_7,"Storage premises with a <e1>gradients</e1> exceeding <e2>1,500  millimetres</e2> are not permitted within the building.",greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_8,Storage premises with a <e1>from the top and bottom corners of the door</e1> exceeding <e2>1m2</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_9,Storage premises with a <e1>ventilation rate</e1> exceeding <e2>two persons per square metre</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_10,Storage premises with a <e1>net heating energy demand</e1> exceeding <e2>10 litres per second per person</e2> are not permitted within the building.,greater
56b0e4bf-81d7-4ab9-855b-780ef2f0b1d3_11,Storage premises with a <e1>headroom</e1> exceeding <e2>6m</e2> are not permitted within the building.,greater
5b4380ba-0066-4735-a362-316d4c8e70b2_0,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>10m</e1> <e2>exit enclosure</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_1,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>9mm</e1> <e2>emergency exits</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_2,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>800 millimetres</e1> <e2>Waterproofing</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_3,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>180kW</e1> <e2>shower rooms</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_4,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>190 kN</e1> <e2>early childhood education premises</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_5,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>1800mm</e1> <e2>heat pump</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_6,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>2m</e1> <e2>plot</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_7,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>20C</e1> <e2>facility</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_8,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>400-600mm</e1> <e2>Air pressure tests</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_9,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>0.2</e1> <e2>timber frame</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_10,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>1.501kWhPE/kWh</e1> <e2>renovation</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
5b4380ba-0066-4735-a362-316d4c8e70b2_11,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than <e1>1000m2</e1> <e2>heat distribution room</e2> after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_0,"Where a new building contains more than <e1>One</e1> <e2>internal stairs</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_1,"Where a new building contains more than <e1>0.7W/(m2K)</e1> <e2>ticket dispensing machines</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_2,"Where a new building contains more than <e1>900 millimetres</e1> <e2>teaching facility</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_3,"Where a new building contains more than <e1>EI 15</e1> <e2>free area</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_4,"Where a new building contains more than <e1>900-1000mm</e1> <e2>supply terminals</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_5,"Where a new building contains more than <e1>120</e1> <e2>seats</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_6,"Where a new building contains more than <e1>65mm</e1> <e2>WC compartment doors</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_7,"Where a new building contains more than <e1>10m</e1> <e2>vapour barriers</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_8,"Where a new building contains more than <e1>adequate means</e1> <e2>ceilings</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_9,"Where a new building contains more than <e1>300 litres</e1> <e2>audit</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_10,"Where a new building contains more than <e1>44mm</e1> <e2>sand</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4_11,"Where a new building contains more than <e1>two years</e1> <e2>tier</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_0,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>200 lux</e1> <e2>sanitary accommodation</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_1,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>01:08:00</e1> <e2>access routes</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_2,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>1.501kWhPE/kWh</e1> <e2>extract air</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_3,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>25 decibels</e1> <e2>devices that will close the door in the event of fire</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_4,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>five</e1> <e2>acentral system</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_5,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>1,200 MJ/m2</e1> <e2>onsite electricity generation and storage</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_6,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>1,000 millimetres</e1> <e2>district heat networks</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_7,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>0.136kgCO2/kWh</e1> <e2>facility for festive occasions</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_8,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>3</e1> <e2>auxiliary units</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_9,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>56 metres</e1> <e2>flight</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_10,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>half</e1> <e2>air conditioner</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c_11,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>50 m</e1> <e2>renewable technology</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_0,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>design value</e1> exceeding <e2>650mm</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_1,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>differences</e1> exceeding <e2>9 metres</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_2,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>protection</e1> exceeding <e2>40 degrees Celsius</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_3,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>atmosphere</e1> exceeding <e2>0.9 metres</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_4,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>total capital cost</e1> exceeding <e2>6mm</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_5,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>indoor and outdoor conditions</e1> exceeding <e2>5m</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_6,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>side</e1> exceeding <e2>100</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_7,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>capacity</e1> exceeding <e2>90mm</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_8,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>energy efficiency</e1> exceeding <e2>2.5 ties/m2</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_9,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>rated output</e1> exceeding <e2>0.15 dm3/s per m2</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_10,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>design temperature difference</e1> exceeding <e2>0.15</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7d877df3-9aa7-4dff-a64d-5356a66c944d_11,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>Extract</e1> exceeding <e2>450mm</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_0,"Where the <e1>U-values</e1> of installing only cable routes is more than <e2>two</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_1,"Where the <e1>minimum value</e1> of installing only cable routes is more than <e2>50 m2</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_2,"Where the <e1>depth</e1> of installing only cable routes is more than <e2>10 kN</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_3,"Where the <e1>surface temperature</e1> of installing only cable routes is more than <e2>EI 30</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_4,"Where the <e1>sum</e1> of installing only cable routes is more than <e2>0.35W/(m2K)</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_5,"Where the <e1>energy efficiency measures</e1> of installing only cable routes is more than <e2>five</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_6,"Where the <e1>entrance level</e1> of installing only cable routes is more than <e2>2.0 m3/(h m2)</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_7,"Where the <e1>flow rate</e1> of installing only cable routes is more than <e2>16/01/2023 00:00</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_8,"Where the <e1>Geo-location</e1> of installing only cable routes is more than <e2>15mm</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_9,"Where the <e1>performance</e1> of installing only cable routes is more than <e2>three</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_10,"Where the <e1>net absorber area</e1> of installing only cable routes is more than <e2>25mm</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3_11,"Where the <e1>air flow resistance</e1> of installing only cable routes is more than <e2>0.3W/m2</e2> of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_0,The <e1>energy consumption</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>intended purpose</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_1,The <e1>sections</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>glare and reflections</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_2,The <e1>Capacities</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>energy  consumption</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_3,The <e1>CO2</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>cold side</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_4,The <e1>level with entry</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>results</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_5,The <e1>ventilation provision</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>air tightness</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_6,The <e1>cross fall</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>air leakage rate figure</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_7,The <e1>width</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>domestic  hot  water cylinder heat loss</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_8,The <e1>energy performance</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>effective rated output</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_9,The <e1>topography</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>building emission rate</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_10,The <e1>dwelling emission rate</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>quality of the installation</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_11,The <e1>power input from controls</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the <e2>projection</e2> of dwellings in the residential building; b. the number of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_0,The <e1>efficiency</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the number of dwellings in the residential building; b. the <e2>class</e2> of associated parking spaces.,greater
825053cb-af5d-43a9-b59b-e2a5ae78ea73_1,The <e1>number of appliances</e1> of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the number of dwellings in the residential building; b. the <e2>construction</e2> of associated parking spaces.,greater
