example_id,tagged_sentence,relation_type
38cd3221-7fc9-4462-be20-78b16a4309d3_5,The <e1>open outwards</e1> of openings in the newly created dwelling should not be more than <e2>2m</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_6,The <e1>reference value</e1> of openings in the newly created dwelling should not be more than <e2>1400mm</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_7,The <e1>location</e1> of openings in the newly created dwelling should not be more than <e2>ten millimetres</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_8,The <e1>total minimum width</e1> of openings in the newly created dwelling should not be more than <e2>0.2</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_9,The <e1>entrance level</e1> of openings in the newly created dwelling should not be more than <e2>15mm</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_10,The <e1>class</e1> of openings in the newly created dwelling should not be more than <e2>25W/m2</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_11,The <e1>fire igniting</e1> of openings in the newly created dwelling should not be more than <e2>300 millimetres</e2> of the total floor area.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_0,These fittings should not exceed a <e1>that</e1> of <e2>20 degrees Celsius</e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_1,These fittings should not exceed a <e1>means</e1> of <e2>four</e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_2,These fittings should not exceed a <e1>heat loss</e1> of <e2>60 persons</e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_3,These fittings should not exceed a <e1>from the top and bottom corners of the door</e1> of <e2>0.2</e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_4,These fittings should not exceed a <e1>specification</e1> of <e2>270 millimetres</e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_5,"These fittings should not exceed a <e1>combined dead,imposed and wind loads</e1> of <e2>2.5 ties/m2</e2>.",less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_6,These fittings should not exceed a <e1>rise between landings</e1> of <e2>8.5m2</e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_7,These fittings should not exceed a <e1>tie force</e1> of <e2>(16.66 8.33 V0.4)/(1000 24)</e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_8,These fittings should not exceed a <e1>stairs</e1> of <e2>2.0 m3/(h m2)</e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_9,These fittings should not exceed a <e1>distance</e1> of <e2>8 per cent (1:12.5)</e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_10,These fittings should not exceed a <e1>either side</e1> of <e2>two </e2>.,less-equal
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec_11,These fittings should not exceed a <e1>agreed level of provision</e1> of <e2>adequate means</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_0,The approach route is a minimum of 900mm wide with a maximum <e1>outputs</e1> of <e2>2 metres</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_1,The approach route is a minimum of 900mm wide with a maximum <e1>maximum number of occupants</e1> of <e2>180 millimetres</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_2,The approach route is a minimum of 900mm wide with a maximum <e1>Extract</e1> of <e2>five</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_3,The approach route is a minimum of 900mm wide with a maximum <e1>stairs</e1> of <e2>two</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_4,The approach route is a minimum of 900mm wide with a maximum <e1>instantaneous carbon monoxide concentration</e1> of <e2>6m</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_5,The approach route is a minimum of 900mm wide with a maximum <e1>directions</e1> of <e2>30m2</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_6,The approach route is a minimum of 900mm wide with a maximum <e1>long</e1> of <e2>1.501kWhPE/kWh</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_7,The approach route is a minimum of 900mm wide with a maximum <e1>lengths</e1> of <e2>0.7 metres</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_8,The approach route is a minimum of 900mm wide with a maximum <e1>load EER</e1> of <e2>16/01/2023 00:00</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_9,The approach route is a minimum of 900mm wide with a maximum <e1>projection</e1> of <e2>60</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_10,The approach route is a minimum of 900mm wide with a maximum <e1>intermediate landing</e1> of <e2>One</e2>.,less-equal
3c28dbd6-8a3d-4ede-ae08-89e4b5d69d60_11,The approach route is a minimum of 900mm wide with a maximum <e1>thick</e1> of <e2>proportion</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_0,The water heater is close to the draw-off points and has a <e1>integrity</e1> no greater than <e2>3.3m</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_1,The water heater is close to the draw-off points and has a <e1>means</e1> no greater than <e2>50 m</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_2,The water heater is close to the draw-off points and has a <e1>results</e1> no greater than <e2>24 degrees Celsius</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_3,The water heater is close to the draw-off points and has a <e1>equivalent area</e1> no greater than <e2>One</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_4,The water heater is close to the draw-off points and has a <e1>Manual control</e1> no greater than <e2>2.2 metres</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_5,The water heater is close to the draw-off points and has a <e1>fire load</e1> no greater than <e2>65mm</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_6,"The water heater is close to the draw-off points and has a <e1>power requirements</e1> no greater than <e2>1,500 millimetres</e2>.",less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_7,The water heater is close to the draw-off points and has a <e1>dwelling emission rate</e1> no greater than <e2>300 millimetres</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_8,The water heater is close to the draw-off points and has a <e1>opening</e1> no greater than <e2>850 millimetres</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_9,The water heater is close to the draw-off points and has a <e1>vicinity</e1> no greater than <e2>3</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_10,The water heater is close to the draw-off points and has a <e1>water vapour resistance</e1> no greater than <e2>8.5m2</e2>.,less-equal
3ca5cb38-b90b-4449-ba14-4268866df8e1_11,The water heater is close to the draw-off points and has a <e1>exposure coefficient</e1> no greater than <e2>500kW</e2>.,less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_0,"If the <e1>vertical spacing</e1> of the building does not exceed <e2>0.8 metres</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_1,"If the <e1>standard thickness</e1> of the building does not exceed <e2>180 millimetres</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_2,"If the <e1>surface area</e1> of the building does not exceed <e2>two years</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_3,"If the <e1>locations</e1> of the building does not exceed <e2>270 millimetres</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_4,"If the <e1>energy  consumption</e1> of the building does not exceed <e2>two</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_5,"If the <e1>maintained</e1> of the building does not exceed <e2>30m2</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_6,"If the <e1>dwelling fabric energy efficiency rate</e1> of the building does not exceed <e2>150m2</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_7,"If the <e1>insulating performance</e1> of the building does not exceed <e2>2.5 ties/m2</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_8,"If the <e1>travel distance</e1> of the building does not exceed <e2>E</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_9,"If the <e1>layers</e1> of the building does not exceed <e2>(16.66 8.33 V0.4)/(1000 24)</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_10,"If the <e1>CO2 emission factor</e1> of the building does not exceed <e2>1,500 millimetres</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
3e9fc57e-bc69-4f17-a056-dd7767afa9bb_11,"If the <e1>limits</e1> of the building does not exceed <e2>0.3</e2>, access to the attic fire compartments from the outside shall be required.",less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_0,The structure of the control appliance of the plumbing fixture shall be such that its <e1>feasibility of installing high-efficiency alternative systems</e1> does not arise above <e2>m3/(hm2) at 50Pa</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_1,The structure of the control appliance of the plumbing fixture shall be such that its <e1>Geo-location</e1> does not arise above <e2>5m</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_2,The structure of the control appliance of the plumbing fixture shall be such that its <e1>air distribution</e1> does not arise above <e2>five</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_3,"The structure of the control appliance of the plumbing fixture shall be such that its <e1>target emission rate</e1> does not arise above <e2>1,200 millimetres</e2>.",less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_4,The structure of the control appliance of the plumbing fixture shall be such that its <e1>cold side</e1> does not arise above <e2>20C</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_5,The structure of the control appliance of the plumbing fixture shall be such that its <e1>insulating performance</e1> does not arise above <e2>adequate means</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_6,The structure of the control appliance of the plumbing fixture shall be such that its <e1>headroom</e1> does not arise above <e2>150mm</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_7,The structure of the control appliance of the plumbing fixture shall be such that its <e1>capacity</e1> does not arise above <e2>30</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_8,The structure of the control appliance of the plumbing fixture shall be such that its <e1>time-lapse</e1> does not arise above <e2>15</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_9,The structure of the control appliance of the plumbing fixture shall be such that its <e1>Unit length</e1> does not arise above <e2>2.4 metres</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_10,The structure of the control appliance of the plumbing fixture shall be such that its <e1>sum total</e1> does not arise above <e2>280mm</e2>.,less-equal
40b40b1b-d1b1-49d8-b9b7-13c5845a169d_11,The structure of the control appliance of the plumbing fixture shall be such that its <e1>load capacity</e1> does not arise above <e2>200 Watts per room</e2>.,less-equal
43e26628-8b62-4cc6-91e2-284335df1564_0,"In rooms used for sleeping or rest, the <e1>surface</e1> may not exceed <e2>one metre</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_1,"In rooms used for sleeping or rest, the <e1>heat recovery</e1> may not exceed <e2>01:08:00</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_2,"In rooms used for sleeping or rest, the <e1>shallow projecting</e1> may not exceed <e2>half a metre</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_3,"In rooms used for sleeping or rest, the <e1>domestic hot water circulation heat loss</e1> may not exceed <e2>200 Watts per room</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_4,"In rooms used for sleeping or rest, the <e1>distance of the uppermost floor level from the entry level</e1> may not exceed <e2>2.0 m3/(h m2)</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_5,"In rooms used for sleeping or rest, the <e1>feasibility of installing high-efficiency alternative systems</e1> may not exceed <e2>40 degrees Celsius</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_6,"In rooms used for sleeping or rest, the <e1>emission rate</e1> may not exceed <e2>2.2 metres</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_7,"In rooms used for sleeping or rest, the <e1>visual contrast</e1> may not exceed <e2>one</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_8,"In rooms used for sleeping or rest, the <e1>input charge</e1> may not exceed <e2>130 millimetres</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_9,"In rooms used for sleeping or rest, the <e1>fire performance</e1> may not exceed <e2>2.5 ties/m2</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_10,"In rooms used for sleeping or rest, the <e1>fire igniting</e1> may not exceed <e2>20</e2>.",less-equal
43e26628-8b62-4cc6-91e2-284335df1564_11,"In rooms used for sleeping or rest, the <e1>pitch</e1> may not exceed <e2>10</e2>.",less-equal
45338082-ca66-418b-8fe1-8f2be926f330_0,A <e1>parking garage</e1> of no more than <e2>25mm</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_1,A <e1>opening</e1> of no more than <e2>20C</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_2,A <e1>they</e1> of no more than <e2>24 degrees Celsius</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_3,A <e1>roof-lights</e1> of no more than <e2>A</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_4,A <e1>fire compartments</e1> of no more than <e2>160 millimetres</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_5,A <e1>network distribution point</e1> of no more than <e2>1 in 40</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_6,A <e1>ventilators</e1> of no more than <e2>65mm</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_7,A <e1>Door entry controls</e1> of no more than <e2>two years</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_8,A <e1>early childhood education premises</e1> of no more than <e2>twice the rise plus the going (2R G)</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_9,A <e1>load-bearing structures</e1> of no more than <e2>50</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_10,A <e1>Heat pumps</e1> of no more than <e2>0.9 metres</e2> may pass between the stair steps.,less-equal
45338082-ca66-418b-8fe1-8f2be926f330_11,A <e1>plaster-board</e1> of no more than <e2>800 millimetres</e2> may pass between the stair steps.,less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_0,"The dwelling primary energy rate, dwelling emission rate and <e1>Signs</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>that</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_1,"The dwelling primary energy rate, dwelling emission rate and <e1>fire resistance time</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>internal temperature</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_2,"The dwelling primary energy rate, dwelling emission rate and <e1>travel</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>size</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_3,"The dwelling primary energy rate, dwelling emission rate and <e1>span</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>target emission rate</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_4,"The dwelling primary energy rate, dwelling emission rate and <e1>facade area</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>SEER</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_5,"The dwelling primary energy rate, dwelling emission rate and <e1>step</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>vicinity</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_6,"The dwelling primary energy rate, dwelling emission rate and <e1>layers</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>target primary energy rate</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_7,"The dwelling primary energy rate, dwelling emission rate and <e1>building emission rate</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>reverberation time</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_8,"The dwelling primary energy rate, dwelling emission rate and <e1>thick</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>breaking</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_9,"The dwelling primary energy rate, dwelling emission rate and <e1>total air flow</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>ending</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_10,"The dwelling primary energy rate, dwelling emission rate and <e1>energy savings</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>domestic hot water circulation heat loss</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_11,"The dwelling primary energy rate, dwelling emission rate and <e1>diameter</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>control capabilities</e2>, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_0,"The <e1>capacity</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>opening</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_1,"The <e1>Moisture</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>design value</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_2,"The <e1>total supply air flow</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>Control</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_3,"The <e1>heat exchanger area</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>output</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_4,"The <e1>floor area</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>energy efficiency measures</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_5,"The <e1>combined dead,imposed and wind loads</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>load EER</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_6,"The <e1>projection</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>gradient</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_7,"The <e1>sunken area</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>product certificate</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_8,"The <e1>water temperature</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>Manual control</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_9,"The <e1>flushing</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>distance of the basement storey floor from the entry level</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_10,"The <e1>boiler type</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>maintained</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_11,"The <e1>sections</e1>, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the <e2>thresholds</e2>, target emission rate and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_0,"The dwelling primary energy rate, <e1>above</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>gradients</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_1,"The dwelling primary energy rate, <e1>free gap</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>mechanical ventilation</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_2,"The dwelling primary energy rate, <e1>natural light</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>air-tightness</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_3,"The dwelling primary energy rate, <e1>Manual control</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>standards</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_4,"The dwelling primary energy rate, <e1>reference value</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>domestic hot water circulation heat loss</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_5,"The dwelling primary energy rate, <e1>flushing</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>total floor area</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_6,"The dwelling primary energy rate, <e1>sales counter</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>seasonal energy efficiency ratio</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_7,"The dwelling primary energy rate, <e1>rated speed</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>total number of ventilators</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_8,"The dwelling primary energy rate, <e1>relationship</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>tread</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_9,"The dwelling primary energy rate, <e1>reverberation time</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>opening angle</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_10,"The dwelling primary energy rate, <e1>parasitic energy use</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>presence</e2> and target fabric energy efficiency rate, respectively.",less-equal
46f5be2a-1514-420b-bc39-331fc6e0d2df_11,"The dwelling primary energy rate, <e1>extract air categories</e1> and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, <e2>manufacturers declared efficiencies</e2> and target fabric energy efficiency rate, respectively.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_0,"The <e1>operation</e1> of windows, roof windows, rooflights and doors should not exceed <e2>between 550mm and 700mm</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_1,"The <e1>height</e1> of windows, roof windows, rooflights and doors should not exceed <e2>1</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_2,"The <e1>vertical spacing</e1> of windows, roof windows, rooflights and doors should not exceed <e2>400kg</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_3,"The <e1>cold side</e1> of windows, roof windows, rooflights and doors should not exceed <e2>20 litres per second</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_4,"The <e1>building primary energy rate</e1> of windows, roof windows, rooflights and doors should not exceed <e2>2</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_5,"The <e1>elevation difference</e1> of windows, roof windows, rooflights and doors should not exceed <e2>21 C</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_6,"The <e1>water vapour resistance</e1> of windows, roof windows, rooflights and doors should not exceed <e2>two persons per square metre</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_7,"The <e1>open outwards</e1> of windows, roof windows, rooflights and doors should not exceed <e2>400 millimetres</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_8,"The <e1>surface</e1> of windows, roof windows, rooflights and doors should not exceed <e2>01:08:00</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_9,"The <e1>from the top and bottom corners of the door</e1> of windows, roof windows, rooflights and doors should not exceed <e2>10 litres per second per person</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_10,"The <e1>Air flow rates</e1> of windows, roof windows, rooflights and doors should not exceed <e2>50</e2> of the total floor area of the dwelling.",less-equal
4d80c4d1-08ee-481a-9f9c-e9151ce1094d_11,"The <e1>capacity</e1> of windows, roof windows, rooflights and doors should not exceed <e2>proportion</e2> of the total floor area of the dwelling.",less-equal
53e31e26-a39b-4047-a86e-bdb8021413e8_0,Window handles on windows that open outwards are not more than <e1>twice the rise plus the going (2R G)</e1> <e2>standard thickness</e2> when the window is at its maximum openable angle.,less-equal
53e31e26-a39b-4047-a86e-bdb8021413e8_1,Window handles on windows that open outwards are not more than <e1>270 millimetres</e1> <e2>access</e2> when the window is at its maximum openable angle.,less-equal
53e31e26-a39b-4047-a86e-bdb8021413e8_2,Window handles on windows that open outwards are not more than <e1>100 litres</e1> <e2>target fabric energy efficiency rate</e2> when the window is at its maximum openable angle.,less-equal
53e31e26-a39b-4047-a86e-bdb8021413e8_3,Window handles on windows that open outwards are not more than <e1>90mm</e1> <e2>temperature</e2> when the window is at its maximum openable angle.,less-equal
53e31e26-a39b-4047-a86e-bdb8021413e8_4,Window handles on windows that open outwards are not more than <e1>E 15</e1> <e2>density</e2> when the window is at its maximum openable angle.,less-equal
