example_id,tagged_sentence,relation_type
37f01a2c-b944-45a2-a7f4-140d8c03d7ac_9,"After rebating, frame components should retain at least <e1>0.055555556</e1> of <e2>volume systems</e2>.",greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_0,The <e1>depth</e1> is at least <e2>50</e2>.,greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_1,The <e1>reverberation time</e1> is at least <e2>600kg/m3</e2>.,greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_10,The <e1>room temperature</e1> is at least <e2>390 millimetres</e2>.,greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_11,The <e1>total number of ventilators</e1> is at least <e2>600mm</e2>.,greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_2,The <e1>frequency</e1> is at least <e2>(16.66 8.33 V0.4)/(1000 24)</e2>.,greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_3,"The <e1>air flow resistance</e1> is at least <e2>1,500 millimetres</e2>.",greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_4,The <e1>primary energy</e1> is at least <e2>25mm</e2>.,greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_5,The <e1>target primary energy rate</e1> is at least <e2>adequate means</e2>.,greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_6,The <e1>fire performance</e1> is at least <e2>B</e2>.,greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_7,The <e1>distance of the uppermost floor level from the entry level</e1> is at least <e2>eight per cent</e2>.,greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_8,"The <e1>atmosphere</e1> is at least <e2>1,000 millimetres</e2>.",greater-equal
4094b859-b3b4-4035-94cd-8cf47ccbd801_9,The <e1>intended purpose</e1> is at least <e2>190  millimetres</e2>.,greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_0,"The outdoor <e1>operation</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>65 degrees Celsius</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_1,"The outdoor <e1>planned time of use</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>8 per cent (1:12.5)</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_10,"The outdoor <e1>total cost</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>E</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_11,"The outdoor <e1>internal temperature</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>1</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_2,"The outdoor <e1>inaccuracies</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>two years</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_3,"The outdoor <e1>thick</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>2.0 m3/(h m2)</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_4,"The outdoor <e1>thermal integrity</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>13l/s</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_5,"The outdoor <e1>absence</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>450mm</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_6,"The outdoor <e1>agreed level of provision</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>6m</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_7,"The outdoor <e1>rate of heat release</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>55 degrees Celsius</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_8,"The outdoor <e1>heat gain</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>adequate number</e2>.",greater-equal
4470dde4-6422-4c13-9781-de68c3e075dc_9,"The outdoor <e1>sunken area</e1> of a dwelling unit, however, shall be designed to be a minimum of <e2>24 metres</e2>.",greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_0,The <e1>input charge</e1> of the insulation plus any required air gap should be at least to the <e2>value</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_1,The <e1>rated output</e1> of the insulation plus any required air gap should be at least to the <e2>luminous efficacy</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_10,The <e1>standards</e1> of the insulation plus any required air gap should be at least to the <e2>relationship</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_11,The <e1>air flow resistance</e1> of the insulation plus any required air gap should be at least to the <e2>power requirements</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_2,The <e1>Geo-location</e1> of the insulation plus any required air gap should be at least to the <e2>fire compartmenting requirement</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_3,The <e1>length</e1> of the insulation plus any required air gap should be at least to the <e2>internal temperature</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_4,The <e1>output</e1> of the insulation plus any required air gap should be at least to the <e2>dimensions</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_5,The <e1>air leakage rate figure</e1> of the insulation plus any required air gap should be at least to the <e2>ventilation</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_6,The <e1>dimension</e1> of the insulation plus any required air gap should be at least to the <e2>specification</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_7,The <e1>level differences</e1> of the insulation plus any required air gap should be at least to the <e2>proportion of the cooling load relating to distribution pipework</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_8,The <e1>total air flow</e1> of the insulation plus any required air gap should be at least to the <e2>diameter</e2> of the rafters.,greater-equal
45adb0b6-63ee-4f42-b6a3-8fc396221c67_9,The <e1>maximum number of occupants</e1> of the insulation plus any required air gap should be at least to the <e2>service</e2> of the rafters.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_0,The <e1>tie force</e1> of a horizontal hatch must be at least <e2>400kg</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_1,The <e1>fire resistance time</e1> of a horizontal hatch must be at least <e2>0.052083333</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_10,The <e1>primary energy content</e1> of a horizontal hatch must be at least <e2>200 millimetres</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_11,The <e1>room temperature</e1> of a horizontal hatch must be at least <e2>1100mm</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_2,The <e1>total combined window area</e1> of a horizontal hatch must be at least <e2>ten millimetres</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_3,The <e1>step</e1> of a horizontal hatch must be at least <e2>20C</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_4,The <e1>floor  plate areas</e1> of a horizontal hatch must be at least <e2>2 metres</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_5,The <e1>maximum number of occupants</e1> of a horizontal hatch must be at least <e2>190 kN</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_6,The <e1>flushing</e1> of a horizontal hatch must be at least <e2>1800mm</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_7,The <e1>alongside the leading edge</e1> of a horizontal hatch must be at least <e2>m3/(hm2) at 50Pa</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_8,The <e1>energy savings</e1> of a horizontal hatch must be at least <e2>40 degrees Celsius</e2>.,greater-equal
493ec553-7761-4d1e-aa98-05d925ddf955_9,The <e1>layers</e1> of a horizontal hatch must be at least <e2>100mm</e2>.,greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_0,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>either side</e1>, <e2>9mm</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_1,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>proportion of the cooling load relating to distribution pipework</e1>, <e2>600mm</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_10,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>capacity</e1>, <e2>3m</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_11,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>inaccuracies</e1>, <e2>2.5 ties/m2</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_2,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>flushing</e1>, <e2>two persons per square metre</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_3,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>sum total</e1>, <e2>24 metres</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_4,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>going</e1>, <e2>adequate means</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_5,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>dwelling primary energy rate</e1>, <e2>1,500  millimetres</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_6,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>axle group load</e1>, <e2>10m</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_7,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>span</e1>, <e2>2 metres</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_8,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>width</e1>, <e2>200 m2</e2>, will also be applied to internal ties.",greater-equal
4a82f789-a98a-4379-9b81-2a20cfba6c87_9,"If the internal ties must be centred on the supporting line, the minimum value of the <e1>standard thickness</e1>, <e2>0.136kgCO2/kWh</e2>, will also be applied to internal ties.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_0,"In spaces intended for more than 60 persons, the <e1>open outwards</e1> of the access route must be at least <e2>20 degrees Celsius</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_1,"In spaces intended for more than 60 persons, the <e1>power requirements</e1> of the access route must be at least <e2>Five ventilators</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_10,"In spaces intended for more than 60 persons, the <e1>rise</e1> of the access route must be at least <e2>280mm</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_11,"In spaces intended for more than 60 persons, the <e1>above</e1> of the access route must be at least <e2>400mm</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_2,"In spaces intended for more than 60 persons, the <e1>U-value</e1> of the access route must be at least <e2>10 kN</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_3,"In spaces intended for more than 60 persons, the <e1>output</e1> of the access route must be at least <e2>four</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_4,"In spaces intended for more than 60 persons, the <e1>total flow rate</e1> of the access route must be at least <e2>0.7 metres</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_5,"In spaces intended for more than 60 persons, the <e1>away</e1> of the access route must be at least <e2>900mm</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_6,"In spaces intended for more than 60 persons, the <e1>allowance</e1> of the access route must be at least <e2>adequate means</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_7,"In spaces intended for more than 60 persons, the <e1>level differences</e1> of the access route must be at least <e2>one per 100m2</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_8,"In spaces intended for more than 60 persons, the <e1>heat exchanger area</e1> of the access route must be at least <e2>two persons per square metre</e2>.",greater-equal
4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9_9,"In spaces intended for more than 60 persons, the <e1>layers</e1> of the access route must be at least <e2>E</e2>.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_0,"Where pipework is above ground, the performance of the pipe <e1>properties</e1> should be at least as high as the <e2>effective rated output</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_1,"Where pipework is above ground, the performance of the pipe <e1>lifting device</e1> should be at least as high as the <e2>high</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_10,"Where pipework is above ground, the performance of the pipe <e1>fasteners</e1> should be at least as high as the <e2>allowance</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_11,"Where pipework is above ground, the performance of the pipe <e1>measurements</e1> should be at least as high as the <e2>intended purpose</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_2,"Where pipework is above ground, the performance of the pipe <e1>part</e1> should be at least as high as the <e2>shape</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_3,"Where pipework is above ground, the performance of the pipe <e1>device</e1> should be at least as high as the <e2>number of persons</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_4,"Where pipework is above ground, the performance of the pipe <e1>Beading</e1> should be at least as high as the <e2>pressures</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_5,"Where pipework is above ground, the performance of the pipe <e1>parts</e1> should be at least as high as the <e2>target fabric energy efficiency rate</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_6,"Where pipework is above ground, the performance of the pipe <e1>Refreshment facilities</e1> should be at least as high as the <e2>total load</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_7,"Where pipework is above ground, the performance of the pipe <e1>floor voids</e1> should be at least as high as the <e2>continuity</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_8,"Where pipework is above ground, the performance of the pipe <e1>hot water storage vessel</e1> should be at least as high as the <e2>extends</e2> of pipework in the buried part of the system.",greater-equal
536b172d-ccd1-479a-8136-6ee05db0f264_9,"Where pipework is above ground, the performance of the pipe <e1>flight</e1> should be at least as high as the <e2>air extract rate</e2> of pipework in the buried part of the system.",greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_0,The <e1>boiler type</e1> of standing rows must be at least <e2>EI 30</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_1,The <e1>intermediate landing</e1> of standing rows must be at least <e2>0.15 dm3/s per m2</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_10,The <e1>total floor area</e1> of standing rows must be at least <e2>1</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_11,The <e1>number of appliances</e1> of standing rows must be at least <e2>9mm</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_2,The <e1>condition</e1> of standing rows must be at least <e2>5m</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_3,The <e1>fastening points</e1> of standing rows must be at least <e2>70 kN</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_4,The <e1>travel</e1> of standing rows must be at least <e2>10 kN</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_5,The <e1>intended purpose</e1> of standing rows must be at least <e2>450mm</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_6,The <e1>SEER</e1> of standing rows must be at least <e2>01:08:00</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_7,The <e1>horizontal spacing</e1> of standing rows must be at least <e2>20 degrees Celsius</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_8,The <e1>lengths</e1> of standing rows must be at least <e2>40 degrees Celsius</e2>.,greater-equal
53bb982d-5260-4a69-a6dd-71e4f074e676_9,The <e1>illuminance</e1> of standing rows must be at least <e2>50 millimetres</e2>.,greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_0,"In addition, on both sides of the toilet seat there shall be a <e1>Provision</e1> of at least <e2>one</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_1,"In addition, on both sides of the toilet seat there shall be a <e1>roof windows</e1> of at least <e2>twice the rise plus the going (2R G)</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_10,"In addition, on both sides of the toilet seat there shall be a <e1>flights</e1> of at least <e2>180 millimetres</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_11,"In addition, on both sides of the toilet seat there shall be a <e1>leak detectors</e1> of at least <e2>75 light source lumens per circuit-watt</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_2,"In addition, on both sides of the toilet seat there shall be a <e1>load-bearing element</e1> of at least <e2>One</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_3,"In addition, on both sides of the toilet seat there shall be a <e1>terrace of houses</e1> of at least <e2>9 metres</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_4,"In addition, on both sides of the toilet seat there shall be a <e1>air duct</e1> of at least <e2>13l/s</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_5,"In addition, on both sides of the toilet seat there shall be a <e1>ramp</e1> of at least <e2>200 lux</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_6,"In addition, on both sides of the toilet seat there shall be a <e1>house</e1> of at least <e2>2</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_7,"In addition, on both sides of the toilet seat there shall be a <e1>terminals</e1> of at least <e2>0.7</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_8,"In addition, on both sides of the toilet seat there shall be a <e1>electric resistance heating</e1> of at least <e2>8 per cent (1:12.5)</e2>.",greater-equal
56517433-cf40-4b88-a9d4-18e61e0e9993_9,"In addition, on both sides of the toilet seat there shall be a <e1>water pressure barrier</e1> of at least <e2>65mm</e2>.",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_0,"When replacing an existing system, the <e1>structure</e1> of the new system should be no less than <e2>number of wall ties per square metre</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_1,"When replacing an existing system, the <e1>time-lapse</e1> of the new system should be no less than <e2>total floor area</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_10,"When replacing an existing system, the <e1>fire compartmenting requirement</e1> of the new system should be no less than <e2>storage capacity</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_11,"When replacing an existing system, the <e1>limits</e1> of the new system should be no less than <e2>number of storeys</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_2,"When replacing an existing system, the <e1>control capabilities</e1> of the new system should be no less than <e2>value</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_3,"When replacing an existing system, the <e1>Air flow rates</e1> of the new system should be no less than <e2>total useful floor area</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_4,"When replacing an existing system, the <e1>Unit length</e1> of the new system should be no less than <e2>primary energy factor</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_5,"When replacing an existing system, the <e1>energy  consumption</e1> of the new system should be no less than <e2>surface temperature</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_6,"When replacing an existing system, the <e1>maximum capacity</e1> of the new system should be no less than <e2>edges</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_7,"When replacing an existing system, the <e1>means</e1> of the new system should be no less than <e2>entry</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_8,"When replacing an existing system, the <e1>illuminance</e1> of the new system should be no less than <e2>capacity</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4_9,"When replacing an existing system, the <e1>differences</e1> of the new system should be no less than <e2>access</e2> of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",greater-equal
6075de3c-d339-4ba4-9945-990480975615_0,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>70 kN</e1> <e2>design solar load</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_1,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>50mm</e1> <e2>balcony</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_10,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>20 degrees Celsius</e1> <e2>rooflights</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_11,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>2</e1> <e2>leaf</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_2,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>25</e1> <e2>water heater</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_3,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>2m</e1> <e2>speed glandless circulators</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_4,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>two years</e1> <e2>photovoltaic array</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_5,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>40 degrees Celsius</e1> <e2>heat loss</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_6,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>6mm</e1> <e2>Part 2 and 3</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_7,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>20mm</e1> <e2>Standing areas</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_8,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>28 metres</e1> <e2>network distribution point</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
6075de3c-d339-4ba4-9945-990480975615_9,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>One</e1> <e2>building</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_0,"The handle to at least <e1>0.15</e1> <e2>raked auditoria</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_1,"The handle to at least <e1>300mm</e1> <e2>insulation</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_10,"The handle to at least <e1>2 metres</e1> <e2>commissioning plan</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_11,"The handle to at least <e1>2</e1> <e2>exit enclosure</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_2,"The handle to at least <e1>0.15 dm3/s per m2</e1> <e2>energy savings</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_3,"The handle to at least <e1>4</e1> <e2>gangways</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_4,"The handle to at least <e1>50 millimetres</e1> <e2>balcony slab</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_5,"The handle to at least <e1>190  millimetres</e1> <e2>accompanied wheelchair users</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_6,"The handle to at least <e1>400mm</e1> <e2>dwelling</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_7,"The handle to at least <e1>5m</e1> <e2>dwellings</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_8,"The handle to at least <e1>1m2</e1> <e2>heat release</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
63af9f99-6939-4e8c-a6a9-8b10942e1597_9,"The handle to at least <e1>three seconds</e1> <e2>timber sheathing</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",greater-equal
656aa2fa-18cb-41ee-ae28-28deb3dffcc3_0,The <e1>one side</e1> of the water in the hot water system shall be at least <e2>0.3</e2> and available from the hot water plumbing fixture within 20 seconds.,greater-equal
