id,text,text-fixed
974_UK_UK_Approved_Document_B_vol_1,"All vents should either be a smoke leakage (Sa) rated fire doorset (see Appendix C, Table C1, item 2.e for minimum fire resistance) or fitted with a smoke control damper achieving the same period of fire resistance and designed to operate as described below.","All vents should either be a smoke leakage (Sa) rated fire doorset (see Appendix C, Table C1, item 2.e for minimum fire resistance) or fitted with a smoke control damper achieving the same period of fire resistance and designed to operate as described below."
975_UK_UK_Approved_Document_B_vol_1,"The shaft should be vertical from base to head, with a maximum of 4m at a maximum inclined angle of 30 degrees.","The shaft should be vertical from base to head, with a maximum of 4m at a maximum inclined angle of 30 degrees."
976_UK_UK_Approved_Document_B_vol_1,"If smoke is detected in the common corridor or lobby, both of the following should occur.","If smoke is detected in the common corridor or lobby, both of the following should occur."
977_UK_UK_Approved_Document_B_vol_1,"• Simultaneous opening of vents on the storey where the fire is located, at the top of the smoke shaft and to the stair.","Simultaneous opening of vents on the storey where the fire is located, at the top of the smoke shaft and to the stair."
978_UK_UK_Approved_Document_B_vol_1,"• Vents from the corridors or lobbies on all other storeys should remain closed, even if smoke is subsequently detected on storeys other than where the fire is located.","Vents from the corridors or lobbies on all other storeys should remain closed, even if smoke is subsequently detected on storeys other than where the fire is located."
979_UK_UK_Approved_Document_B_vol_1,A vent to the outside with a minimum free area of 1m2 should be provided from the top storey of the stair.,A vent to the outside with a minimum free area of 1m2 should be provided from the top storey of the stair.
980_UK_UK_Approved_Document_B_vol_1,"In single stair buildings, smoke vents on the storey where the fire is initiated, and the vent at the head of the stair, should be activated by smoke detectors in the common parts.","In single stair buildings, smoke vents on the storey where the fire is initiated, and the vent at the head of the stair, should be activated by smoke detectors in the common parts."
981_UK_UK_Approved_Document_B_vol_1,"In buildings with more than one stair, smoke vents may be activated manually.","In buildings with more than one stair, smoke vents may be activated manually."
982_UK_UK_Approved_Document_B_vol_1,"The control system should open the vent at the head of the stair before, or at the same time as, the vent on the storey where the fire is located.","The control system should open the vent at the head of the stair before, or at the same time as, the vent on the storey where the fire is located."
983_UK_UK_Approved_Document_B_vol_1,Smoke detection is not required for ventilation purposes in this instance.,Smoke detection is not required for ventilation purposes in this instance.
988_UK_UK_Approved_Document_B_vol_1,"Refuse storage chambers, refuse chutes and refuse hoppers should be sited and constructed in accordance with BS 5906.","Refuse storage chambers, refuse chutes and refuse hoppers should be sited and constructed in accordance with BS 5906."
989_UK_UK_Approved_Document_B_vol_1,Refuse chutes and rooms for storing refuse should meet both of the following conditions.,Refuse chutes and rooms for storing refuse should meet both of the following conditions.
990_UK_UK_Approved_Document_B_vol_1,Be separated from other parts of the building by fire resisting construction (minimum REI 30 in buildings with a top storey up to 5m above ground level; otherwise REI 60).,Be separated from other parts of the building by fire resisting construction (minimum REI 30 in buildings with a top storey up to 5m above ground level; otherwise REI 60).
991_UK_UK_Approved_Document_B_vol_1,Not be situated within a protected stairway or protected lobby.,Not be situated within a protected stairway or protected lobby.
992_UK_UK_Approved_Document_B_vol_1,The approach to rooms containing refuse chutes or for storing refuse should comply with one of the following conditions.,The approach to rooms containing refuse chutes or for storing refuse should comply with one of the following conditions.
993_UK_UK_Approved_Document_B_vol_1,Be directly from the open air.,Be directly from the open air.
994_UK_UK_Approved_Document_B_vol_1,Be through a protected lobby with a minimum of 0.2m2 of permanent ventilation.,Be through a protected lobby with a minimum of 0.2m2 of permanent ventilation.
995_UK_UK_Approved_Document_B_vol_1,Access openings to refuse storage chambers should not be sited in the following areas.,Access openings to refuse storage chambers should not be sited in the following areas.
996_UK_UK_Approved_Document_B_vol_1,Next to escape routes or final exits.,Next to escape routes or final exits.
997_UK_UK_Approved_Document_B_vol_1,Near the windows of flats.,Near the windows of flats.
1000_UK_UK_Approved_Document_B_vol_1,A building should provide access to more than one common stair if it does not meet the criteria for a single common stair (see paragraph 3.26 and 3.27).,A building should provide access to more than one common stair if it does not meet the criteria for a single common stair (see paragraph 3.26 and 3.27).
1002_UK_UK_Approved_Document_B_vol_1,A stair of acceptable width for everyday use will be sufficient for escape purposes.,A stair of acceptable width for everyday use will be sufficient for escape purposes.
1003_UK_UK_Approved_Document_B_vol_1,"If it is also a firefighting stair, it should be at least 1100mm wide.","If it is also a firefighting stair, it should be at least 1100mm wide."
1004_UK_UK_Approved_Document_B_vol_1,The width is the clear width between the walls or balustrades.,The width is the clear width between the walls or balustrades.
1005_UK_UK_Approved_Document_B_vol_1,Any handrails and strings intruding into that width by a maximum of 100mm on each side may be ignored.,Any handrails and strings intruding into that width by a maximum of 100mm on each side may be ignored.
1007_UK_UK_Approved_Document_B_vol_1,Section 7 provides guidance on avoiding the spread of fire between storeys.,Section 7 provides guidance on avoiding the spread of fire between storeys.
1008_UK_UK_Approved_Document_B_vol_1,"For a stair that is also a firefighting stair, guidance in Section 15 should be followed.","For a stair that is also a firefighting stair, guidance in Section 15 should be followed."
1010_UK_UK_Approved_Document_B_vol_1,Every common stair should be a protected stairway.,Every common stair should be a protected stairway.
1011_UK_UK_Approved_Document_B_vol_1,"Where the protected stairway passes from one compartment to another, it should be within a protected shaft.","Where the protected stairway passes from one compartment to another, it should be within a protected shaft."
1013_UK_UK_Approved_Document_B_vol_1,"With some configurations of external wall, a fire in one part of a building could subject the external wall of a protected stairway to heat (for example, where the two are adjacent at an internal angle in the façade, as shown in Diagram 3.10).","With some configurations of external wall, a fire in one part of a building could subject the external wall of a protected stairway to heat (for example, where the two are adjacent at an internal angle in the façade, as shown in Diagram 3.10)."
1014_UK_UK_Approved_Document_B_vol_1,"If a protected stairway projects beyond, is recessed from or is in an internal angle of the adjoining external wall of the building, then the minimum distance between an unprotected area of the building enclosure and an unprotected area of the stair enclosure should be 1800mm.","If a protected stairway projects beyond, is recessed from or is in an internal angle of the adjoining external wall of the building, then the minimum distance between an unprotected area of the building enclosure and an unprotected area of the stair enclosure should be 1800mm."
1040_UK_UK_Approved_Document_B_vol_1,Flats may be served by an external stair if the provisions in paragraphs 3.66 to 3.69 are followed.,Flats may be served by an external stair if the provisions in paragraphs 3.66 to 3.69 are followed.
1041_UK_UK_Approved_Document_B_vol_1,"Where a storey (or part of a building) is served by a single access stair, that stair may be external provided both of the following conditions are met.","Where a storey (or part of a building) is served by a single access stair, that stair may be external provided both of the following conditions are met."
1042_UK_UK_Approved_Document_B_vol_1,The stair serves a floor not more than 6m above the ground level.,The stair serves a floor not more than 6m above the ground level.
1043_UK_UK_Approved_Document_B_vol_1,The stair meets the provisions in paragraph 3.68.,The stair meets the provisions in paragraph 3.68.
1044_UK_UK_Approved_Document_B_vol_1,"Where more than one escape route is available from a storey (or part of a building), then some of the escape routes from that storey or part of the building may be by way of an external stair provided all of the following conditions are met:","Where more than one escape route is available from a storey (or part of a building), then some of the escape routes from that storey or part of the building may be by way of an external stair provided all of the following conditions are met:"
1045_UK_UK_Approved_Document_B_vol_1,There is a at least one internal escape stair from every part of each storey (excluding plant areas).,There is a at least one internal escape stair from every part of each storey (excluding plant areas).
1046_UK_UK_Approved_Document_B_vol_1,The stair serves a floor not more than 6m above either the ground level or a roof podium which is itself served by an independent protected stairway.,The stair serves a floor not more than 6m above either the ground level or a roof podium which is itself served by an independent protected stairway.
1047_UK_UK_Approved_Document_B_vol_1,The stair meets the provisions in paragraph 3.68.,The stair meets the provisions in paragraph 3.68.
1054_UK_UK_Approved_Document_B_vol_1,required for door,No fire resistance required for door
1090_UK_UK_Approved_Document_B_vol_1,See paras 3.66 and 3.67 for,See paras 3.66 and 3.67 for
1091_UK_UK_Approved_Document_B_vol_1,the maximum height of stair.,See paras 3.66 and 3.67 for the maximum height of stair.
1110_UK_UK_Approved_Document_B_vol_1,Any external escape stair should meet all of the following conditions (Diagram 3.11).,Any external escape stair should meet all of the following conditions (Diagram 3.11).
1112_UK_UK_Approved_Document_B_vol_1,"leading external stair, provided it is the only door onto the landing.","Doors to the stair should be fire resisting (minimum E 30) and be fitted with a self-closing device, except for a single exit door from the building to the top landing of a downward-leading external stair, provided it is the only door onto the landing."
1115_UK_UK_Approved_Document_B_vol_1,"VERSIONONLINE VERSIONONLINE VERSIONONLINE VERSION b. Fire resisting construction (minimum RE 30) is required for the building envelope within the following zones, measured from the flights and landings of the external stair.","Fire resisting construction (minimum RE 30) is required for the building envelope within the following zones, measured from the flights and landings of the external stair."
1116_UK_UK_Approved_Document_B_vol_1,1800mm above and horizontally.,1800mm above and horizontally.
1118_UK_UK_Approved_Document_B_vol_1,1100mm above the top landing of the stair (except where the stair leads from basement to ground level).,1100mm above the top landing of the stair (except where the stair leads from basement to ground level).
1119_UK_UK_Approved_Document_B_vol_1,Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety.,Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety.
1120_UK_UK_Approved_Document_B_vol_1,This does not apply if there are alternative escape routes from the foot of the external escape stair.,This does not apply if there are alternative escape routes from the foot of the external escape stair.
1121_UK_UK_Approved_Document_B_vol_1,Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity but not insulation) (minimum E 30).,Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity but not insulation) (minimum E 30).
1122_UK_UK_Approved_Document_B_vol_1,Stairs more than 6m in height above ground level (e.g. where they are provided above a podium) should be protected from adverse weather.,Stairs more than 6m in height above ground level (e.g. where they are provided above a podium) should be protected from adverse weather.
1123_UK_UK_Approved_Document_B_vol_1,Protection should prevent the build-up of snow or ice but does not require full enclosure.,Protection should prevent the build-up of snow or ice but does not require full enclosure.
1124_UK_UK_Approved_Document_B_vol_1,"Access to an external escape stair may be via a flat roof, provided the flat roof meets the requirements of paragraph 3.30.","Access to an external escape stair may be via a flat roof, provided the flat roof meets the requirements of paragraph 3.30."
1126_UK_UK_Approved_Document_B_vol_1,The construction separating two adjacent protected stairways (or exit passageways leading to different final exits) should be imperforate.,The construction separating two adjacent protected stairways (or exit passageways leading to different final exits) should be imperforate.
1128_UK_UK_Approved_Document_B_vol_1,"If a building does not meet the criteria of paragraph 3.28, an escape stair forming part of the only escape route from an upper storey should not continue down to serve a basement storey.","If a building does not meet the criteria of paragraph 3.28, an escape stair forming part of the only escape route from an upper storey should not continue down to serve a basement storey."
1129_UK_UK_Approved_Document_B_vol_1,The basement storey should be served by a separate escape stair.,The basement storey should be served by a separate escape stair.
1130_UK_UK_Approved_Document_B_vol_1,"Where multiple escape stairs serve the upper storeys, only one needs to end at ground level.","Where multiple escape stairs serve the upper storeys, only one needs to end at ground level."
1131_UK_UK_Approved_Document_B_vol_1,Other stairs may connect with the basement storeys if there is a protected lobby or a protected corridor between the stairs and accommodation at each basement level.,Other stairs may connect with the basement storeys if there is a protected lobby or a protected corridor between the stairs and accommodation at each basement level.
1133_UK_UK_Approved_Document_B_vol_1,"Except in buildings described in paragraph 3.28, common stairs forming part of the only escape route from a flat should not serve any of the following.","Except in buildings described in paragraph 3.28, common stairs forming part of the only escape route from a flat should not serve any of the following."
1134_UK_UK_Approved_Document_B_vol_1,Covered car park.,Covered car park.
1136_UK_UK_Approved_Document_B_vol_1,Fuel storage space.,Fuel storage space.
1137_UK_UK_Approved_Document_B_vol_1,Other ancillary accommodation of similar fire risk.,Other ancillary accommodation of similar fire risk.
1138_UK_UK_Approved_Document_B_vol_1,"Where a common stair is not part of the only escape route from a flat, it may also serve ancillary accommodation from which it is separated by a protected lobby or protected corridor (minimum REI 30).","Where a common stair is not part of the only escape route from a flat, it may also serve ancillary accommodation from which it is separated by a protected lobby or protected corridor (minimum REI 30)."
1139_UK_UK_Approved_Document_B_vol_1,"Where a stair serves an enclosed car park or place of special fire hazard, the lobby or corridor should have a minimum 0.4m2 of permanent ventilation or be protected from the ingress of smoke by a mechanical smoke control system.","Where a stair serves an enclosed car park or place of special fire hazard, the lobby or corridor should have a minimum 0.4m2 of permanent ventilation or be protected from the ingress of smoke by a mechanical smoke control system."
1141_UK_UK_Approved_Document_B_vol_1,For refuse chutes and storage see paragraphs 3.55 to 3.58.,For refuse chutes and storage see paragraphs 3.55 to 3.58.
1145_UK_UK_Approved_Document_B_vol_1,"In buildings with a maximum of three storeys above the ground storey, stairs may serve both flats and other occupancies, provided that the stairs are separated from each occupancy by protected lobbies (minimum REI 30) at each storey.","In buildings with a maximum of three storeys above the ground storey, stairs may serve both flats and other occupancies, provided that the stairs are separated from each occupancy by protected lobbies (minimum REI 30) at each storey."
1146_UK_UK_Approved_Document_B_vol_1,"In buildings with more than three storeys above the ground storey, stairs may serve the flats and other occupancies if all of the following apply.","In buildings with more than three storeys above the ground storey, stairs may serve the flats and other occupancies if all of the following apply."
1147_UK_UK_Approved_Document_B_vol_1,The flat is ancillary to the main use of the building.,The flat is ancillary to the main use of the building.
1148_UK_UK_Approved_Document_B_vol_1,The flat has an independent alternative escape route.,The flat has an independent alternative escape route.
1149_UK_UK_Approved_Document_B_vol_1,The stair is separated from occupancies on lower storeys by a protected lobby (minimum REI 30) at each of those storeys.,The stair is separated from occupancies on lower storeys by a protected lobby (minimum REI 30) at each of those storeys.
1150_UK_UK_Approved_Document_B_vol_1,"The stair enclosure has at least the same standard of fire resistance as the structural elements of the building (see Appendix B, Table B4); if the stair is a firefighting stair, it should comply with the provisions in Section 15 (see also paragraph 3.60).","The stair enclosure has at least the same standard of fire resistance as the structural elements of the building (see Appendix B, Table B4); if the stair is a firefighting stair, it should comply with the provisions in Section 15 (see also paragraph 3.60)."
1151_UK_UK_Approved_Document_B_vol_1,Any automatic fire detection and alarm system fitted in the main part of the building also covers all flats.,Any automatic fire detection and alarm system fitted in the main part of the building also covers all flats.
1152_UK_UK_Approved_Document_B_vol_1,Any security measures in any parts of the building do not prevent escape at all material times.,Any security measures in any parts of the building do not prevent escape at all material times.
1154_UK_UK_Approved_Document_B_vol_1,"A protected stairway should not be used for anything else, except a lift well or electricity meters.","A protected stairway should not be used for anything else, except a lift well or electricity meters."
1156_UK_UK_Approved_Document_B_vol_1,"In single stair buildings, electricity meters should be in securely locked cupboards.","In single stair buildings, electricity meters should be in securely locked cupboards."
1157_UK_UK_Approved_Document_B_vol_1,Cupboards should be separated from the escape route by fire resisting construction.,Cupboards should be separated from the escape route by fire resisting construction.
1159_UK_UK_Approved_Document_B_vol_1,"Gas service and installation pipes and meters should not be within a protected stairway, unless installed in accordance with the Pipelines Safety Regulations 1996 and the Gas Safety (Installation and Use) Regulations 1998.","Gas service and installation pipes and meters should not be within a protected stairway, unless installed in accordance with the Pipelines Safety Regulations 1996 and the Gas Safety (Installation and Use) Regulations 1998."
1161_UK_UK_Approved_Document_B_vol_1,"Every protected stairway should lead to a final exit, either directly or via a protected exit passageway.","Every protected stairway should lead to a final exit, either directly or via a protected exit passageway."
1162_UK_UK_Approved_Document_B_vol_1,Any protected exit corridor or stair should have the same standard of fire resistance and lobby protection as the stair it serves.,Any protected exit corridor or stair should have the same standard of fire resistance and lobby protection as the stair it serves.
1164_UK_UK_Approved_Document_B_vol_1,"The flights and landings of escape stairs should be constructed of materials achieving class A2-s3, d2 or better in all of the following situations.","The flights and landings of escape stairs should be constructed of materials achieving class A2-s3, d2 or better in all of the following situations."
1165_UK_UK_Approved_Document_B_vol_1,If the escape stair is the only stair in a building with more than three storeys.,If the escape stair is the only stair in a building with more than three storeys.
1166_UK_UK_Approved_Document_B_vol_1,If the escape stair is within a basement storey.,If the escape stair is within a basement storey.
1167_UK_UK_Approved_Document_B_vol_1,If the escape stair serves any storey that has a floor level more than 18m above ground or access level.,If the escape stair serves any storey that has a floor level more than 18m above ground or access level.
1168_UK_UK_Approved_Document_B_vol_1,"If the escape stair is an external escape stair, except where the stair connects the ground storey or ground level with a floor or flat roof a maximum of 6m above or below ground level.","If the escape stair is an external escape stair, except where the stair connects the ground storey or ground level with a floor or flat roof a maximum of 6m above or below ground level."
1169_UK_UK_Approved_Document_B_vol_1,If the escape stair is a firefighting stair.,If the escape stair is a firefighting stair.
1172_UK_UK_Approved_Document_B_vol_1,"VERSIONONLINE VERSIONONLINE VERSIONONLINE VERSION Materials achieving class B-s3, d2 or worse may be added to the top horizontal surface, except on firefighting stairs.","Materials achieving class B-s3, d2 or worse may be added to the top horizontal surface, except on firefighting stairs."
1173_UK_UK_Approved_Document_B_vol_1,Further guidance on the construction of firefighting stairs is given in Section 15 (see also paragraph 3.60).,Further guidance on the construction of firefighting stairs is given in Section 15 (see also paragraph 3.60).
1174_UK_UK_Approved_Document_B_vol_1,Dimensional constraints on the design of stairs are given in Approved Document K.,Dimensional constraints on the design of stairs are given in Approved Document K.
1176_UK_UK_Approved_Document_B_vol_1,Single steps on escape routes should be prominently marked.,Single steps on escape routes should be prominently marked.
1177_UK_UK_Approved_Document_B_vol_1,"A single step on the line of a doorway is acceptable, subject to paragraph 3.107.","A single step on the line of a doorway is acceptable, subject to paragraph 3.107."
1178_UK_UK_Approved_Document_B_vol_1,Fixed ladders 3.85 Fixed ladders should not be provided as a means of escape for members of the public.,Fixed ladders 3.85 Fixed ladders should not be provided as a means of escape for members of the public.
1179_UK_UK_Approved_Document_B_vol_1,"They should only be provided where a conventional stair is impractical, such as for access to plant rooms which are not normally occupied.","They should only be provided where a conventional stair is impractical, such as for access to plant rooms which are not normally occupied."
1181_UK_UK_Approved_Document_B_vol_1,Helical stairs and spiral stairs may form part of an escape route provided they are designed in accordance with BS 5395-2.,Helical stairs and spiral stairs may form part of an escape route provided they are designed in accordance with BS 5395-2.
1182_UK_UK_Approved_Document_B_vol_1,"If they are intended to serve members of the public, stairs should be type E (public) stairs.","If they are intended to serve members of the public, stairs should be type E (public) stairs."
1184_UK_UK_Approved_Document_B_vol_1,Fire resistance test criteria are set out in Appendix C. Standards of performance are summarised in Table C1.,Fire resistance test criteria are set out in Appendix C. Standards of performance are summarised in Table C1.
1186_UK_UK_Approved_Document_B_vol_1,"If glazed elements in fire resisting enclosures and doors can only meet the required integrity performance, their use is limited.","If glazed elements in fire resisting enclosures and doors can only meet the required integrity performance, their use is limited."
1187_UK_UK_Approved_Document_B_vol_1,"These limitations depend on whether the enclosure forms part of a protected shaft (see Section 7) and the provisions set out in Appendix B, Table B5.","These limitations depend on whether the enclosure forms part of a protected shaft (see Section 7) and the provisions set out in Appendix B, Table B5."
1188_UK_UK_Approved_Document_B_vol_1,"If both integrity and insulation performance can be met, there is no restriction in this document on the use or amount of glass.","If both integrity and insulation performance can be met, there is no restriction in this document on the use or amount of glass."
1189_UK_UK_Approved_Document_B_vol_1,"Glazed elements should also comply with the following, where necessary.","Glazed elements should also comply with the following, where necessary."
1190_UK_UK_Approved_Document_B_vol_1,If the enclosure forms part of a protected shaft: Section 7.,If the enclosure forms part of a protected shaft: Section 7.
1191_UK_UK_Approved_Document_B_vol_1,"Appendix B, Table B5.","Appendix B, Table B5."
1192_UK_UK_Approved_Document_B_vol_1,Guidance on the safety of glazing: Approved Document K.,Guidance on the safety of glazing: Approved Document K.
1194_UK_UK_Approved_Document_B_vol_1,Doors should be readily openable to avoid undue delay to people escaping.,Doors should be readily openable to avoid undue delay to people escaping.
1195_UK_UK_Approved_Document_B_vol_1,Doors on escape routes (both within and from the building) should comply with paragraphs 3.91 to 3.98.,Doors on escape routes (both within and from the building) should comply with paragraphs 3.91 to 3.98.
1196_UK_UK_Approved_Document_B_vol_1,Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C.,Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C.
1198_UK_UK_Approved_Document_B_vol_1,Paragraphs 3.91 to 3.98 do not apply to flat entrance doors.,Paragraphs 3.91 to 3.98 do not apply to flat entrance doors.
1200_UK_UK_Approved_Document_B_vol_1,"In general, doors on escape routes (whether or not the doors are fire doorsets) should be either of the following.","In general, doors on escape routes (whether or not the doors are fire doorsets) should be either of the following."
1201_UK_UK_Approved_Document_B_vol_1,"Not fitted with a lock, latch or bolt fastenings.","Not fitted with a lock, latch or bolt fastenings."
1202_UK_UK_Approved_Document_B_vol_1,Fitted only with simple fastenings that are all of the following.,Fitted only with simple fastenings that are all of the following.
1205_UK_UK_Approved_Document_B_vol_1,VERSIONONLINE VERSIONONLINE VERSIONONLINE VERSION i. Easy to operate; it should be apparent how to undo the fastening.,Easy to operate; it should be apparent how to undo the fastening.
1206_UK_UK_Approved_Document_B_vol_1,Operable from the side approached by people escaping.,Operable from the side approached by people escaping.
1207_UK_UK_Approved_Document_B_vol_1,Operable without a key.,Operable without a key.
1208_UK_UK_Approved_Document_B_vol_1,Operable without requiring people to manipulate more than one mechanism.,Operable without requiring people to manipulate more than one mechanism.
1209_UK_UK_Approved_Document_B_vol_1,Doors may be fitted with hardware to allow them to be locked when rooms are empty.,Doors may be fitted with hardware to allow them to be locked when rooms are empty.
1210_UK_UK_Approved_Document_B_vol_1,"If a secure door is operated by code or combination keypad, swipe or proximity card, biometric data, etc., a security mechanism override should be possible from the side approached by people escaping.","If a secure door is operated by code or combination keypad, swipe or proximity card, biometric data, etc., a security mechanism override should be possible from the side approached by people escaping."
1211_UK_UK_Approved_Document_B_vol_1,Electrically powered locks should return to the unlocked position in all of the following situations.,Electrically powered locks should return to the unlocked position in all of the following situations.
1212_UK_UK_Approved_Document_B_vol_1,If the fire detection and alarm system operates.,If the fire detection and alarm system operates.
1213_UK_UK_Approved_Document_B_vol_1,If there is loss of power or system error.,If there is loss of power or system error.
1214_UK_UK_Approved_Document_B_vol_1,If the security mechanism override is activated.,If the security mechanism override is activated.
1215_UK_UK_Approved_Document_B_vol_1,"Security mechanism overrides for electrically powered locks should be a Type A call point, as described in BS 7273-4.","Security mechanism overrides for electrically powered locks should be a Type A call point, as described in BS 7273-4."
1216_UK_UK_Approved_Document_B_vol_1,The call point should be positioned on the side approached by people escaping.,The call point should be positioned on the side approached by people escaping.
1217_UK_UK_Approved_Document_B_vol_1,"If the door provides escape in either direction, a call point should be installed on both sides of the door.","If the door provides escape in either direction, a call point should be installed on both sides of the door."
1218_UK_UK_Approved_Document_B_vol_1,Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C.,Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C.
1220_UK_UK_Approved_Document_B_vol_1,The door of any doorway or exit should be hung to open in the direction of escape whenever reasonably practicable.,The door of any doorway or exit should be hung to open in the direction of escape whenever reasonably practicable.
1221_UK_UK_Approved_Document_B_vol_1,It should always be hung to open in the direction of escape if more than 60 people might be expected to use it during a fire.,It should always be hung to open in the direction of escape if more than 60 people might be expected to use it during a fire.
1223_UK_UK_Approved_Document_B_vol_1,All doors on escape routes should be hung to meet both of the following conditions.,All doors on escape routes should be hung to meet both of the following conditions.
1224_UK_UK_Approved_Document_B_vol_1,Open by a minimum of 90 degrees.,Open by a minimum of 90 degrees.
1225_UK_UK_Approved_Document_B_vol_1,Open with a swing that complies with both of the following.,Open with a swing that complies with both of the following.
1226_UK_UK_Approved_Document_B_vol_1,"Is clear of any change of floor level, other than a threshold or single step on the line of the doorway.","Is clear of any change of floor level, other than a threshold or single step on the line of the doorway."
1227_UK_UK_Approved_Document_B_vol_1,Does not reduce the effective width of any escape route across a landing.,Does not reduce the effective width of any escape route across a landing.
1228_UK_UK_Approved_Document_B_vol_1,Any door opening towards a corridor or a stair should be recessed to prevent its swing encroaching on the effective width.,Any door opening towards a corridor or a stair should be recessed to prevent its swing encroaching on the effective width.
1229_UK_UK_Approved_Document_B_vol_1,Vision panels in doors 3.97 Doors should contain vision panels in both of the following situations.,Vision panels in doors 3.97 Doors should contain vision panels in both of the following situations.
1230_UK_UK_Approved_Document_B_vol_1,Where doors on escape routes divide corridors.,Where doors on escape routes divide corridors.
1231_UK_UK_Approved_Document_B_vol_1,Where doors are hung to swing both ways.,Where doors are hung to swing both ways.
1232_UK_UK_Approved_Document_B_vol_1,Approved Document M contains guidance about vision panels in doors across accessible corridors and Approved Document K contains guidance about the safety of glazing.,Approved Document M contains guidance about vision panels in doors across accessible corridors and Approved Document K contains guidance about the safety of glazing.
1236_UK_UK_Approved_Document_B_vol_1,"Where revolving doors, automatic doors and turnstiles are placed across escape routes they should comply with one of the following.","Where revolving doors, automatic doors and turnstiles are placed across escape routes they should comply with one of the following."
1237_UK_UK_Approved_Document_B_vol_1,They are automatic doors of the required width and comply with one of the following conditions.,They are automatic doors of the required width and comply with one of the following conditions.
1238_UK_UK_Approved_Document_B_vol_1,Their failsafe system provides outward opening from any open position.,Their failsafe system provides outward opening from any open position.
1239_UK_UK_Approved_Document_B_vol_1,They have a monitored failsafe system to open the doors if the mains electricity supply fails.,They have a monitored failsafe system to open the doors if the mains electricity supply fails.
1240_UK_UK_Approved_Document_B_vol_1,They failsafe to the open position if the power fails.,They failsafe to the open position if the power fails.
1242_UK_UK_Approved_Document_B_vol_1,#NAME?,Non-automatic swing doors of the required width are provided immediately adjacent to the revolving or automatic door or turnstile.
1245_UK_UK_Approved_Document_B_vol_1,Lift wells should comply with one of the following conditions.,Lift wells should comply with one of the following conditions.
1246_UK_UK_Approved_Document_B_vol_1,Be sited within the enclosures of a protected stairway.,Be sited within the enclosures of a protected stairway.
1247_UK_UK_Approved_Document_B_vol_1,Be enclosed with fire resisting construction (minimum REI 30) when in a position that might prejudice the means of escape.,Be enclosed with fire resisting construction (minimum REI 30) when in a position that might prejudice the means of escape.
1248_UK_UK_Approved_Document_B_vol_1,A lift well connecting different compartments should form a protected shaft (see Section 7).,A lift well connecting different compartments should form a protected shaft (see Section 7).
1249_UK_UK_Approved_Document_B_vol_1,"In buildings designed for phased evacuation or progressive horizontal evacuation, if the lift well is not within the enclosures of a protected stairway, its entrance should be separated at every storey by a protected lobby (minimum REI 30).","In buildings designed for phased evacuation or progressive horizontal evacuation, if the lift well is not within the enclosures of a protected stairway, its entrance should be separated at every storey by a protected lobby (minimum REI 30)."
1251_UK_UK_Approved_Document_B_vol_1,"In basements and enclosed car parks, the lift should be within the enclosure of a protected stairway.","In basements and enclosed car parks, the lift should be within the enclosure of a protected stairway."
1252_UK_UK_Approved_Document_B_vol_1,"Otherwise, the lift should be approached only via a protected lobby or protected corridor (minimum REI 30).","Otherwise, the lift should be approached only via a protected lobby or protected corridor (minimum REI 30)."
1254_UK_UK_Approved_Document_B_vol_1,then the lift should be separated from the high fire risk area(s) by a protected lobby or protected corridor (minimum REI 30).,then the lift should be separated from the high fire risk area(s) by a protected lobby or protected corridor (minimum REI 30).
1255_UK_UK_Approved_Document_B_vol_1,"A lift shaft serving storeys above ground level should not serve any basement, if either of the following applies.","A lift shaft serving storeys above ground level should not serve any basement, if either of the following applies."
1256_UK_UK_Approved_Document_B_vol_1,There is only one escape stair serving storeys above ground level and smoke from a basement fire would adversely affect escape routes in the upper storeys.,There is only one escape stair serving storeys above ground level and smoke from a basement fire would adversely affect escape routes in the upper storeys.
1257_UK_UK_Approved_Document_B_vol_1,The lift shaft is within the enclosure to an escape stair that terminates at ground level.,The lift shaft is within the enclosure to an escape stair that terminates at ground level.
1258_UK_UK_Approved_Document_B_vol_1,Lift machine rooms should be sited over the lift well where possible.,Lift machine rooms should be sited over the lift well where possible.
1259_UK_UK_Approved_Document_B_vol_1,"Where buildings or part of a building with only one stairway make this arrangement impractical, the lift machine room should be sited outside the protected stairway.","Where buildings or part of a building with only one stairway make this arrangement impractical, the lift machine room should be sited outside the protected stairway."
1263_UK_UK_Approved_Document_B_vol_1,People should be able to rapidly leave the area around the building.,People should be able to rapidly leave the area around the building.
1264_UK_UK_Approved_Document_B_vol_1,"Direct access to a street, passageway, walkway or open space should be available.","Direct access to a street, passageway, walkway or open space should be available."
1265_UK_UK_Approved_Document_B_vol_1,The route away from the building should comply with the following.,The route away from the building should comply with the following.
1266_UK_UK_Approved_Document_B_vol_1,Be well defined.,Be well defined.
